edge,presence_count,top20_count,group,n_instances,presence_frequency,overall_top20_frequency,conditional_top20_frequency
lh_parstriangularis -- lh_rostralanteriorcingulate,61,6.0,CTRL,375,0.16266666666666665,0.016,0.09836065573770492
lh_parstriangularis -- lh_rostralmiddlefrontal,81,3.0,CTRL,375,0.216,0.008,0.037037037037037035
lh_parstriangularis -- lh_superiorfrontal,142,3.0,CTRL,375,0.37866666666666665,0.008,0.02112676056338028
lh_parstriangularis -- lh_superiorparietal,53,3.0,CTRL,375,0.14133333333333334,0.008,0.05660377358490566
lh_parstriangularis -- lh_superiortemporal,107,3.0,CTRL,375,0.2853333333333333,0.008,0.028037383177570093
lh_parstriangularis -- lh_supramarginal,120,5.0,CTRL,375,0.32,0.013333333333333334,0.041666666666666664
lh_parstriangularis -- lh_transversetemporal,26,5.0,CTRL,375,0.06933333333333333,0.013333333333333334,0.19230769230769232
lh_parstriangularis -- rh_bankssts,184,13.0,CTRL,375,0.49066666666666664,0.034666666666666665,0.07065217391304347
lh_parstriangularis -- rh_caudalanteriorcingulate,123,7.0,CTRL,375,0.328,0.018666666666666668,0.056910569105691054
lh_parstriangularis -- rh_caudalmiddlefrontal,137,8.0,CTRL,375,0.36533333333333334,0.021333333333333333,0.058394160583941604
lh_parstriangularis -- rh_cuneus,7,0.0,CTRL,375,0.018666666666666668,0.0,0.0
lh_parstriangularis -- rh_entorhinal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_parstriangularis -- rh_frontalpole,12,0.0,CTRL,375,0.032,0.0,0.0
lh_parstriangularis -- rh_fusiform,8,2.0,CTRL,375,0.021333333333333333,0.005333333333333333,0.25
lh_parstriangularis -- rh_inferiorparietal,102,3.0,CTRL,375,0.272,0.008,0.029411764705882353
lh_parstriangularis -- rh_inferiortemporal,60,5.0,CTRL,375,0.16,0.013333333333333334,0.08333333333333333
lh_parstriangularis -- rh_insula,139,8.0,CTRL,375,0.37066666666666664,0.021333333333333333,0.05755395683453238
lh_parstriangularis -- rh_isthmuscingulate,96,6.0,CTRL,375,0.256,0.016,0.0625
lh_parstriangularis -- rh_lateraloccipital,80,1.0,CTRL,375,0.21333333333333335,0.0026666666666666666,0.0125
lh_parstriangularis -- rh_lateralorbitofrontal,41,3.0,CTRL,375,0.10933333333333334,0.008,0.07317073170731707
lh_parstriangularis -- rh_lingual,12,0.0,CTRL,375,0.032,0.0,0.0
lh_parstriangularis -- rh_medialorbitofrontal,42,2.0,CTRL,375,0.112,0.005333333333333333,0.047619047619047616
lh_parstriangularis -- rh_middletemporal,73,4.0,CTRL,375,0.19466666666666665,0.010666666666666666,0.0547945205479452
lh_parstriangularis -- rh_paracentral,152,11.0,CTRL,375,0.4053333333333333,0.029333333333333333,0.07236842105263158
lh_parstriangularis -- rh_parahippocampal,88,3.0,CTRL,375,0.23466666666666666,0.008,0.03409090909090909
lh_parstriangularis -- rh_parsopercularis,107,8.0,CTRL,375,0.2853333333333333,0.021333333333333333,0.07476635514018691
lh_parstriangularis -- rh_parstriangularis,102,9.0,CTRL,375,0.272,0.024,0.08823529411764706
lh_parstriangularis -- rh_pericalcarine,21,4.0,CTRL,375,0.056,0.010666666666666666,0.19047619047619047
lh_parstriangularis -- rh_postcentral,33,1.0,CTRL,375,0.088,0.0026666666666666666,0.030303030303030304
lh_parstriangularis -- rh_posteriorcingulate,114,6.0,CTRL,375,0.304,0.016,0.05263157894736842
lh_parstriangularis -- rh_precentral,86,6.0,CTRL,375,0.22933333333333333,0.016,0.06976744186046512
lh_parstriangularis -- rh_precuneus,7,0.0,CTRL,375,0.018666666666666668,0.0,0.0
lh_parstriangularis -- rh_rostralanteriorcingulate,81,3.0,CTRL,375,0.216,0.008,0.037037037037037035
lh_parstriangularis -- rh_rostralmiddlefrontal,73,3.0,CTRL,375,0.19466666666666665,0.008,0.0410958904109589
lh_parstriangularis -- rh_superiorfrontal,136,4.0,CTRL,375,0.3626666666666667,0.010666666666666666,0.029411764705882353
lh_parstriangularis -- rh_superiorparietal,67,5.0,CTRL,375,0.17866666666666667,0.013333333333333334,0.07462686567164178
lh_parstriangularis -- rh_superiortemporal,48,3.0,CTRL,375,0.128,0.008,0.0625
lh_parstriangularis -- rh_supramarginal,68,6.0,CTRL,375,0.18133333333333335,0.016,0.08823529411764706
lh_parstriangularis -- rh_transversetemporal,13,3.0,CTRL,375,0.034666666666666665,0.008,0.23076923076923078
lh_pericalcarine -- lh_posteriorcingulate,63,4.0,CTRL,375,0.168,0.010666666666666666,0.06349206349206349
lh_pericalcarine -- lh_precuneus,10,0.0,CTRL,375,0.02666666666666667,0.0,0.0
lh_pericalcarine -- lh_superiortemporal,45,2.0,CTRL,375,0.12,0.005333333333333333,0.044444444444444446
lh_pericalcarine -- lh_supramarginal,4,1.0,CTRL,375,0.010666666666666666,0.0026666666666666666,0.25
lh_pericalcarine -- lh_temporalpole,20,1.0,CTRL,375,0.05333333333333334,0.0026666666666666666,0.05
lh_pericalcarine -- lh_transversetemporal,2,2.0,CTRL,375,0.005333333333333333,0.005333333333333333,1.0
lh_pericalcarine -- rh_bankssts,18,1.0,CTRL,375,0.048,0.0026666666666666666,0.05555555555555555
lh_pericalcarine -- rh_caudalanteriorcingulate,65,3.0,CTRL,375,0.17333333333333334,0.008,0.046153846153846156
lh_pericalcarine -- rh_caudalmiddlefrontal,25,4.0,CTRL,375,0.06666666666666667,0.010666666666666666,0.16
lh_pericalcarine -- rh_cuneus,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_pericalcarine -- rh_entorhinal,2,1.0,CTRL,375,0.005333333333333333,0.0026666666666666666,0.5
lh_pericalcarine -- rh_frontalpole,310,26.0,CTRL,375,0.8266666666666667,0.06933333333333333,0.08387096774193549
lh_pericalcarine -- rh_fusiform,25,2.0,CTRL,375,0.06666666666666667,0.005333333333333333,0.08
lh_pericalcarine -- rh_inferiortemporal,88,4.0,CTRL,375,0.23466666666666666,0.010666666666666666,0.045454545454545456
lh_pericalcarine -- rh_isthmuscingulate,123,7.0,CTRL,375,0.328,0.018666666666666668,0.056910569105691054
lh_pericalcarine -- rh_lateralorbitofrontal,92,3.0,CTRL,375,0.24533333333333332,0.008,0.03260869565217391
lh_pericalcarine -- rh_medialorbitofrontal,34,3.0,CTRL,375,0.09066666666666667,0.008,0.08823529411764706
lh_pericalcarine -- rh_middletemporal,145,5.0,CTRL,375,0.38666666666666666,0.013333333333333334,0.034482758620689655
lh_pericalcarine -- rh_paracentral,32,3.0,CTRL,375,0.08533333333333333,0.008,0.09375
lh_pericalcarine -- rh_parahippocampal,3,0.0,CTRL,375,0.008,0.0,0.0
lh_pericalcarine -- rh_parsorbitalis,89,8.0,CTRL,375,0.23733333333333334,0.021333333333333333,0.0898876404494382
lh_pericalcarine -- rh_parstriangularis,38,4.0,CTRL,375,0.10133333333333333,0.010666666666666666,0.10526315789473684
lh_pericalcarine -- rh_pericalcarine,370,37.0,CTRL,375,0.9866666666666667,0.09866666666666667,0.1
lh_pericalcarine -- rh_posteriorcingulate,88,6.0,CTRL,375,0.23466666666666666,0.016,0.06818181818181818
lh_pericalcarine -- rh_precuneus,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_pericalcarine -- rh_rostralanteriorcingulate,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_pericalcarine -- rh_superiortemporal,104,6.0,CTRL,375,0.2773333333333333,0.016,0.057692307692307696
lh_pericalcarine -- rh_supramarginal,7,1.0,CTRL,375,0.018666666666666668,0.0026666666666666666,0.14285714285714285
lh_pericalcarine -- rh_temporalpole,14,1.0,CTRL,375,0.037333333333333336,0.0026666666666666666,0.07142857142857142
lh_postcentral -- lh_posteriorcingulate,3,0.0,CTRL,375,0.008,0.0,0.0
lh_postcentral -- lh_precentral,128,2.0,CTRL,375,0.3413333333333333,0.005333333333333333,0.015625
lh_postcentral -- lh_precuneus,63,0.0,CTRL,375,0.168,0.0,0.0
lh_postcentral -- lh_rostralanteriorcingulate,96,4.0,CTRL,375,0.256,0.010666666666666666,0.041666666666666664
lh_postcentral -- lh_rostralmiddlefrontal,301,8.0,CTRL,375,0.8026666666666666,0.021333333333333333,0.026578073089700997
lh_postcentral -- lh_superiorfrontal,39,0.0,CTRL,375,0.104,0.0,0.0
lh_postcentral -- lh_superiorparietal,345,10.0,CTRL,375,0.92,0.02666666666666667,0.028985507246376812
lh_postcentral -- lh_superiortemporal,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_postcentral -- lh_supramarginal,145,7.0,CTRL,375,0.38666666666666666,0.018666666666666668,0.04827586206896552
lh_postcentral -- rh_bankssts,6,0.0,CTRL,375,0.016,0.0,0.0
lh_postcentral -- rh_caudalanteriorcingulate,8,0.0,CTRL,375,0.021333333333333333,0.0,0.0
lh_postcentral -- rh_caudalmiddlefrontal,15,0.0,CTRL,375,0.04,0.0,0.0
lh_postcentral -- rh_cuneus,65,2.0,CTRL,375,0.17333333333333334,0.005333333333333333,0.03076923076923077
lh_postcentral -- rh_entorhinal,23,3.0,CTRL,375,0.06133333333333333,0.008,0.13043478260869565
lh_postcentral -- rh_fusiform,3,0.0,CTRL,375,0.008,0.0,0.0
lh_postcentral -- rh_inferiorparietal,223,10.0,CTRL,375,0.5946666666666667,0.02666666666666667,0.04484304932735426
lh_postcentral -- rh_inferiortemporal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_postcentral -- rh_insula,9,0.0,CTRL,375,0.024,0.0,0.0
lh_postcentral -- rh_isthmuscingulate,7,0.0,CTRL,375,0.018666666666666668,0.0,0.0
lh_postcentral -- rh_lateraloccipital,249,4.0,CTRL,375,0.664,0.010666666666666666,0.01606425702811245
lh_postcentral -- rh_lateralorbitofrontal,22,1.0,CTRL,375,0.058666666666666666,0.0026666666666666666,0.045454545454545456
lh_postcentral -- rh_lingual,110,4.0,CTRL,375,0.29333333333333333,0.010666666666666666,0.03636363636363636
lh_postcentral -- rh_medialorbitofrontal,54,1.0,CTRL,375,0.144,0.0026666666666666666,0.018518518518518517
lh_postcentral -- rh_middletemporal,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_postcentral -- rh_paracentral,27,1.0,CTRL,375,0.072,0.0026666666666666666,0.037037037037037035
lh_postcentral -- rh_parahippocampal,131,4.0,CTRL,375,0.34933333333333333,0.010666666666666666,0.030534351145038167
lh_postcentral -- rh_parsopercularis,72,3.0,CTRL,375,0.192,0.008,0.041666666666666664
lh_postcentral -- rh_parstriangularis,51,1.0,CTRL,375,0.136,0.0026666666666666666,0.0196078431372549
lh_postcentral -- rh_postcentral,347,18.0,CTRL,375,0.9253333333333333,0.048,0.05187319884726225
lh_postcentral -- rh_posteriorcingulate,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_postcentral -- rh_precentral,140,2.0,CTRL,375,0.37333333333333335,0.005333333333333333,0.014285714285714285
lh_postcentral -- rh_precuneus,92,4.0,CTRL,375,0.24533333333333332,0.010666666666666666,0.043478260869565216
lh_postcentral -- rh_rostralanteriorcingulate,63,1.0,CTRL,375,0.168,0.0026666666666666666,0.015873015873015872
lh_postcentral -- rh_rostralmiddlefrontal,293,13.0,CTRL,375,0.7813333333333333,0.034666666666666665,0.04436860068259386
lh_postcentral -- rh_superiorfrontal,42,0.0,CTRL,375,0.112,0.0,0.0
lh_postcentral -- rh_superiorparietal,341,12.0,CTRL,375,0.9093333333333333,0.032,0.03519061583577713
lh_postcentral -- rh_supramarginal,105,5.0,CTRL,375,0.28,0.013333333333333334,0.047619047619047616
lh_posteriorcingulate -- lh_precentral,11,2.0,CTRL,375,0.029333333333333333,0.005333333333333333,0.18181818181818182
lh_posteriorcingulate -- lh_rostralanteriorcingulate,12,2.0,CTRL,375,0.032,0.005333333333333333,0.16666666666666666
lh_posteriorcingulate -- lh_rostralmiddlefrontal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_posteriorcingulate -- lh_superiorfrontal,46,1.0,CTRL,375,0.12266666666666666,0.0026666666666666666,0.021739130434782608
lh_posteriorcingulate -- lh_superiortemporal,187,7.0,CTRL,375,0.49866666666666665,0.018666666666666668,0.0374331550802139
lh_posteriorcingulate -- lh_supramarginal,19,2.0,CTRL,375,0.050666666666666665,0.005333333333333333,0.10526315789473684
lh_posteriorcingulate -- lh_transversetemporal,25,1.0,CTRL,375,0.06666666666666667,0.0026666666666666666,0.04
lh_posteriorcingulate -- rh_bankssts,256,16.0,CTRL,375,0.6826666666666666,0.042666666666666665,0.0625
lh_posteriorcingulate -- rh_caudalanteriorcingulate,286,18.0,CTRL,375,0.7626666666666667,0.048,0.06293706293706294
lh_posteriorcingulate -- rh_caudalmiddlefrontal,177,17.0,CTRL,375,0.472,0.04533333333333334,0.096045197740113
lh_posteriorcingulate -- rh_frontalpole,37,1.0,CTRL,375,0.09866666666666667,0.0026666666666666666,0.02702702702702703
lh_posteriorcingulate -- rh_fusiform,11,3.0,CTRL,375,0.029333333333333333,0.008,0.2727272727272727
lh_posteriorcingulate -- rh_inferiorparietal,6,0.0,CTRL,375,0.016,0.0,0.0
lh_posteriorcingulate -- rh_inferiortemporal,169,9.0,CTRL,375,0.45066666666666666,0.024,0.05325443786982249
lh_posteriorcingulate -- rh_insula,84,3.0,CTRL,375,0.224,0.008,0.03571428571428571
lh_posteriorcingulate -- rh_isthmuscingulate,193,13.0,CTRL,375,0.5146666666666667,0.034666666666666665,0.06735751295336788
lh_posteriorcingulate -- rh_lateraloccipital,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_posteriorcingulate -- rh_lateralorbitofrontal,54,2.0,CTRL,375,0.144,0.005333333333333333,0.037037037037037035
lh_posteriorcingulate -- rh_medialorbitofrontal,32,1.0,CTRL,375,0.08533333333333333,0.0026666666666666666,0.03125
lh_posteriorcingulate -- rh_middletemporal,234,12.0,CTRL,375,0.624,0.032,0.05128205128205128
lh_posteriorcingulate -- rh_paracentral,140,10.0,CTRL,375,0.37333333333333335,0.02666666666666667,0.07142857142857142
lh_posteriorcingulate -- rh_parahippocampal,42,8.0,CTRL,375,0.112,0.021333333333333333,0.19047619047619047
lh_posteriorcingulate -- rh_parsopercularis,35,1.0,CTRL,375,0.09333333333333334,0.0026666666666666666,0.02857142857142857
lh_posteriorcingulate -- rh_parsorbitalis,4,2.0,CTRL,375,0.010666666666666666,0.005333333333333333,0.5
lh_posteriorcingulate -- rh_parstriangularis,81,8.0,CTRL,375,0.216,0.021333333333333333,0.09876543209876543
lh_posteriorcingulate -- rh_pericalcarine,52,4.0,CTRL,375,0.13866666666666666,0.010666666666666666,0.07692307692307693
lh_posteriorcingulate -- rh_posteriorcingulate,318,18.0,CTRL,375,0.848,0.048,0.05660377358490566
lh_posteriorcingulate -- rh_precentral,8,0.0,CTRL,375,0.021333333333333333,0.0,0.0
lh_posteriorcingulate -- rh_precuneus,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_posteriorcingulate -- rh_rostralanteriorcingulate,40,4.0,CTRL,375,0.10666666666666667,0.010666666666666666,0.1
lh_posteriorcingulate -- rh_rostralmiddlefrontal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_posteriorcingulate -- rh_superiorfrontal,43,1.0,CTRL,375,0.11466666666666667,0.0026666666666666666,0.023255813953488372
lh_posteriorcingulate -- rh_superiorparietal,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_posteriorcingulate -- rh_superiortemporal,181,10.0,CTRL,375,0.4826666666666667,0.02666666666666667,0.055248618784530384
lh_posteriorcingulate -- rh_supramarginal,9,1.0,CTRL,375,0.024,0.0026666666666666666,0.1111111111111111
lh_posteriorcingulate -- rh_transversetemporal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_precentral -- lh_precuneus,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_precentral -- lh_rostralanteriorcingulate,179,12.0,CTRL,375,0.47733333333333333,0.032,0.0670391061452514
lh_precentral -- lh_rostralmiddlefrontal,230,8.0,CTRL,375,0.6133333333333333,0.021333333333333333,0.034782608695652174
lh_precentral -- lh_superiorfrontal,196,12.0,CTRL,375,0.5226666666666666,0.032,0.061224489795918366
lh_precentral -- lh_superiorparietal,161,6.0,CTRL,375,0.42933333333333334,0.016,0.037267080745341616
lh_precentral -- lh_superiortemporal,33,3.0,CTRL,375,0.088,0.008,0.09090909090909091
lh_precentral -- lh_supramarginal,185,9.0,CTRL,375,0.49333333333333335,0.024,0.04864864864864865
lh_precentral -- lh_transversetemporal,19,1.0,CTRL,375,0.050666666666666665,0.0026666666666666666,0.05263157894736842
lh_precentral -- rh_bankssts,37,2.0,CTRL,375,0.09866666666666667,0.005333333333333333,0.05405405405405406
lh_precentral -- rh_caudalanteriorcingulate,20,1.0,CTRL,375,0.05333333333333334,0.0026666666666666666,0.05
lh_precentral -- rh_caudalmiddlefrontal,51,3.0,CTRL,375,0.136,0.008,0.058823529411764705
lh_precentral -- rh_cuneus,29,2.0,CTRL,375,0.07733333333333334,0.005333333333333333,0.06896551724137931
lh_precentral -- rh_entorhinal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_precentral -- rh_fusiform,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_precentral -- rh_inferiorparietal,168,8.0,CTRL,375,0.448,0.021333333333333333,0.047619047619047616
lh_precentral -- rh_inferiortemporal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_precentral -- rh_insula,133,8.0,CTRL,375,0.3546666666666667,0.021333333333333333,0.06015037593984962
lh_precentral -- rh_isthmuscingulate,13,0.0,CTRL,375,0.034666666666666665,0.0,0.0
lh_precentral -- rh_lateraloccipital,240,18.0,CTRL,375,0.64,0.048,0.075
lh_precentral -- rh_lateralorbitofrontal,5,0.0,CTRL,375,0.013333333333333334,0.0,0.0
lh_precentral -- rh_lingual,22,0.0,CTRL,375,0.058666666666666666,0.0,0.0
lh_precentral -- rh_medialorbitofrontal,30,2.0,CTRL,375,0.08,0.005333333333333333,0.06666666666666667
lh_precentral -- rh_middletemporal,2,0.0,CTRL,375,0.005333333333333333,0.0,0.0
lh_precentral -- rh_paracentral,35,1.0,CTRL,375,0.09333333333333334,0.0026666666666666666,0.02857142857142857
lh_precentral -- rh_parahippocampal,172,7.0,CTRL,375,0.45866666666666667,0.018666666666666668,0.040697674418604654
lh_precentral -- rh_parsopercularis,135,2.0,CTRL,375,0.36,0.005333333333333333,0.014814814814814815
lh_precentral -- rh_parstriangularis,38,1.0,CTRL,375,0.10133333333333333,0.0026666666666666666,0.02631578947368421
lh_precentral -- rh_postcentral,96,5.0,CTRL,375,0.256,0.013333333333333334,0.052083333333333336
lh_precentral -- rh_posteriorcingulate,17,1.0,CTRL,375,0.04533333333333334,0.0026666666666666666,0.058823529411764705
lh_precentral -- rh_precentral,300,24.0,CTRL,375,0.8,0.064,0.08
lh_precentral -- rh_precuneus,11,2.0,CTRL,375,0.029333333333333333,0.005333333333333333,0.18181818181818182
lh_precentral -- rh_rostralanteriorcingulate,179,11.0,CTRL,375,0.47733333333333333,0.029333333333333333,0.061452513966480445
lh_precentral -- rh_rostralmiddlefrontal,216,7.0,CTRL,375,0.576,0.018666666666666668,0.032407407407407406
lh_precentral -- rh_superiorfrontal,209,10.0,CTRL,375,0.5573333333333333,0.02666666666666667,0.04784688995215311
lh_precentral -- rh_superiorparietal,174,4.0,CTRL,375,0.464,0.010666666666666666,0.022988505747126436
lh_precentral -- rh_superiortemporal,6,0.0,CTRL,375,0.016,0.0,0.0
lh_precentral -- rh_supramarginal,47,0.0,CTRL,375,0.12533333333333332,0.0,0.0
lh_precentral -- rh_transversetemporal,13,0.0,CTRL,375,0.034666666666666665,0.0,0.0
lh_precuneus -- lh_rostralanteriorcingulate,11,3.0,CTRL,375,0.029333333333333333,0.008,0.2727272727272727
lh_precuneus -- lh_rostralmiddlefrontal,21,1.0,CTRL,375,0.056,0.0026666666666666666,0.047619047619047616
lh_precuneus -- lh_superiorparietal,36,6.0,CTRL,375,0.096,0.016,0.16666666666666666
lh_precuneus -- lh_superiortemporal,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_precuneus -- lh_supramarginal,13,2.0,CTRL,375,0.034666666666666665,0.005333333333333333,0.15384615384615385
lh_precuneus -- lh_temporalpole,139,9.0,CTRL,375,0.37066666666666664,0.024,0.06474820143884892
lh_precuneus -- rh_caudalmiddlefrontal,3,1.0,CTRL,375,0.008,0.0026666666666666666,0.3333333333333333
lh_precuneus -- rh_cuneus,67,8.0,CTRL,375,0.17866666666666667,0.021333333333333333,0.11940298507462686
lh_precuneus -- rh_entorhinal,197,17.0,CTRL,375,0.5253333333333333,0.04533333333333334,0.08629441624365482
lh_precuneus -- rh_frontalpole,27,4.0,CTRL,375,0.072,0.010666666666666666,0.14814814814814814
lh_precuneus -- rh_fusiform,3,1.0,CTRL,375,0.008,0.0026666666666666666,0.3333333333333333
lh_precuneus -- rh_inferiorparietal,7,0.0,CTRL,375,0.018666666666666668,0.0,0.0
lh_precuneus -- rh_inferiortemporal,11,2.0,CTRL,375,0.029333333333333333,0.005333333333333333,0.18181818181818182
lh_precuneus -- rh_isthmuscingulate,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_precuneus -- rh_lateraloccipital,9,1.0,CTRL,375,0.024,0.0026666666666666666,0.1111111111111111
lh_precuneus -- rh_lateralorbitofrontal,32,1.0,CTRL,375,0.08533333333333333,0.0026666666666666666,0.03125
lh_precuneus -- rh_lingual,183,21.0,CTRL,375,0.488,0.056,0.11475409836065574
lh_precuneus -- rh_medialorbitofrontal,35,5.0,CTRL,375,0.09333333333333334,0.013333333333333334,0.14285714285714285
lh_precuneus -- rh_middletemporal,2,1.0,CTRL,375,0.005333333333333333,0.0026666666666666666,0.5
lh_precuneus -- rh_paracentral,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_precuneus -- rh_parahippocampal,19,1.0,CTRL,375,0.050666666666666665,0.0026666666666666666,0.05263157894736842
lh_precuneus -- rh_parsopercularis,19,1.0,CTRL,375,0.050666666666666665,0.0026666666666666666,0.05263157894736842
lh_precuneus -- rh_parsorbitalis,72,7.0,CTRL,375,0.192,0.018666666666666668,0.09722222222222222
lh_precuneus -- rh_parstriangularis,22,1.0,CTRL,375,0.058666666666666666,0.0026666666666666666,0.045454545454545456
lh_precuneus -- rh_pericalcarine,19,3.0,CTRL,375,0.050666666666666665,0.008,0.15789473684210525
lh_precuneus -- rh_postcentral,77,7.0,CTRL,375,0.20533333333333334,0.018666666666666668,0.09090909090909091
lh_precuneus -- rh_precentral,15,2.0,CTRL,375,0.04,0.005333333333333333,0.13333333333333333
lh_precuneus -- rh_precuneus,277,19.0,CTRL,375,0.7386666666666667,0.050666666666666665,0.06859205776173286
lh_precuneus -- rh_rostralanteriorcingulate,1,0.0,CTRL,375,0.0026666666666666666,0.0,0.0
lh_precuneus -- rh_rostralmiddlefrontal,15,0.0,CTRL,375,0.04,0.0,0.0
lh_precuneus -- rh_superiorparietal,26,1.0,CTRL,375,0.06933333333333333,0.0026666666666666666,0.038461538461538464
lh_precuneus -- rh_superiortemporal,7,1.0,CTRL,375,0.018666666666666668,0.0026666666666666666,0.14285714285714285
lh_precuneus -- rh_supramarginal,29,4.0,CTRL,375,0.07733333333333334,0.010666666666666666,0.13793103448275862
lh_precuneus -- rh_temporalpole,146,11.0,CTRL,375,0.3893333333333333,0.029333333333333333,0.07534246575342465
lh_rostralanteriorcingulate -- lh_rostralmiddlefrontal,178,13.0,CTRL,375,0.4746666666666667,0.034666666666666665,0.07303370786516854
lh_rostralanteriorcingulate -- lh_superiorfrontal,144,15.0,CTRL,375,0.384,0.04,0.10416666666666667
lh_rostralanteriorcingulate -- lh_superiorparietal,110,4.0,CTRL,375,0.29333333333333333,0.010666666666666666,0.03636363636363636
lh_rostralanteriorcingulate -- lh_superiortemporal,25,2.0,CTRL,375,0.06666666666666667,0.005333333333333333,0.08
lh_rostralanteriorcingulate -- lh_supramarginal,124,4.0,CTRL,375,0.33066666666666666,0.010666666666666666,0.03225806451612903
lh_rostralanteriorcingulate -- lh_transversetemporal,33,4.0,CTRL,375,0.088,0.010666666666666666,0.12121212121212122
lh_rostralanteriorcingulate -- rh_bankssts,47,2.0,CTRL,375,0.12533333333333332,0.005333333333333333,0.0425531914893617
lh_rostralanteriorcingulate -- rh_caudalanteriorcingulate,32,2.0,CTRL,375,0.08533333333333333,0.005333333333333333,0.0625
lh_rostralanteriorcingulate -- rh_caudalmiddlefrontal,52,3.0,CTRL,375,0.13866666666666666,0.008,0.057692307692307696
lh_rostralanteriorcingulate -- rh_cuneus,48,5.0,CTRL,375,0.128,0.013333333333333334,0.10416666666666667
lh_rostralanteriorcingulate -- rh_entorhinal,4,1.0,CTRL,375,0.010666666666666666,0.0026666666666666666,0.25
lh_rostralanteriorcingulate -- rh_fusiform,4,1.0,CTRL,375,0.010666666666666666,0.0026666666666666666,0.25
lh_rostralanteriorcingulate -- rh_inferiorparietal,131,11.0,CTRL,375,0.34933333333333333,0.029333333333333333,0.08396946564885496
lh_rostralanteriorcingulate -- rh_inferiortemporal,4,0.0,CTRL,375,0.010666666666666666,0.0,0.0
lh_rostralanteriorcingulate -- rh_insula,135,6.0,CTRL,375,0.36,0.016,0.044444444444444446
lh_rostralanteriorcingulate -- rh_isthmuscingulate,19,0.0,CTRL,375,0.050666666666666665,0.0,0.0
lh_rostralanteriorcingulate -- rh_lateraloccipital,186,10.0,CTRL,375,0.496,0.02666666666666667,0.053763440860215055
lh_rostralanteriorcingulate -- rh_lateralorbitofrontal,15,3.0,CTRL,375,0.04,0.008,0.2
lh_rostralanteriorcingulate -- rh_lingual,19,1.0,CTRL,375,0.050666666666666665,0.0026666666666666666,0.05263157894736842
lh_rostralanteriorcingulate -- rh_medialorbitofrontal,36,4.0,CTRL,375,0.096,0.010666666666666666,0.1111111111111111
lh_rostralanteriorcingulate -- rh_middletemporal,13,1.0,CTRL,375,0.034666666666666665,0.0026666666666666666,0.07692307692307693
lh_rostralanteriorcingulate -- rh_paracentral,47,2.0,CTRL,375,0.12533333333333332,0.005333333333333333,0.0425531914893617
lh_rostralanteriorcingulate -- rh_parahippocampal,134,9.0,CTRL,375,0.35733333333333334,0.024,0.06716417910447761
lh_rostralanteriorcingulate -- rh_parsopercularis,121,5.0,CTRL,375,0.32266666666666666,0.013333333333333334,0.04132231404958678
lh_rostralanteriorcingulate -- rh_parstriangularis,56,3.0,CTRL,375,0.14933333333333335,0.008,0.05357142857142857
lh_rostralanteriorcingulate -- rh_postcentral,64,4.0,CTRL,375,0.17066666666666666,0.010666666666666666,0.0625
lh_rostralanteriorcingulate -- rh_posteriorcingulate,21,3.0,CTRL,375,0.056,0.008,0.14285714285714285
lh_rostralanteriorcingulate -- rh_precentral,171,7.0,CTRL,375,0.456,0.018666666666666668,0.04093567251461988
lh_rostralanteriorcingulate -- rh_precuneus,16,0.0,CTRL,375,0.042666666666666665,0.0,0.0
lh_rostralanteriorcingulate -- rh_rostralanteriorcingulate,140,16.0,CTRL,375,0.37333333333333335,0.042666666666666665,0.11428571428571428
lh_rostralanteriorcingulate -- rh_rostralmiddlefrontal,166,7.0,CTRL,375,0.44266666666666665,0.018666666666666668,0.04216867469879518
lh_rostralanteriorcingulate -- rh_superiorfrontal,153,8.0,CTRL,375,0.408,0.021333333333333333,0.05228758169934641
lh_rostralanteriorcingulate -- rh_superiorparietal,120,7.0,CTRL,375,0.32,0.018666666666666668,0.058333333333333334
lh_rostralanteriorcingulate -- rh_superiortemporal,7,0.0,CTRL,375,0.018666666666666668,0.0,0.0
lh_rostralanteriorcingulate -- rh_supramarginal,33,0.0,CTRL,375,0.088,0.0,0.0
