edge,presence_count,top20_count,group,n_instances,presence_frequency,overall_top20_frequency,conditional_top20_frequency
lh_posteriorcingulate -- rh_superiortemporal,75,2.0,SZ,150,0.5,0.013333333333333334,0.02666666666666667
lh_posteriorcingulate -- rh_supramarginal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_posteriorcingulate -- rh_transversetemporal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_precentral -- lh_precuneus,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precentral -- lh_rostralanteriorcingulate,84,2.0,SZ,150,0.56,0.013333333333333334,0.023809523809523808
lh_precentral -- lh_rostralmiddlefrontal,93,6.0,SZ,150,0.62,0.04,0.06451612903225806
lh_precentral -- lh_superiorfrontal,82,2.0,SZ,150,0.5466666666666666,0.013333333333333334,0.024390243902439025
lh_precentral -- lh_superiorparietal,71,4.0,SZ,150,0.47333333333333333,0.02666666666666667,0.056338028169014086
lh_precentral -- lh_superiortemporal,22,3.0,SZ,150,0.14666666666666667,0.02,0.13636363636363635
lh_precentral -- lh_supramarginal,78,3.0,SZ,150,0.52,0.02,0.038461538461538464
lh_precentral -- lh_transversetemporal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_precentral -- rh_bankssts,12,0.0,SZ,150,0.08,0.0,0.0
lh_precentral -- rh_caudalanteriorcingulate,10,0.0,SZ,150,0.06666666666666667,0.0,0.0
lh_precentral -- rh_caudalmiddlefrontal,18,0.0,SZ,150,0.12,0.0,0.0
lh_precentral -- rh_cuneus,21,0.0,SZ,150,0.14,0.0,0.0
lh_precentral -- rh_fusiform,5,1.0,SZ,150,0.03333333333333333,0.006666666666666667,0.2
lh_precentral -- rh_inferiorparietal,75,0.0,SZ,150,0.5,0.0,0.0
lh_precentral -- rh_insula,42,0.0,SZ,150,0.28,0.0,0.0
lh_precentral -- rh_isthmuscingulate,10,0.0,SZ,150,0.06666666666666667,0.0,0.0
lh_precentral -- rh_lateraloccipital,108,3.0,SZ,150,0.72,0.02,0.027777777777777776
lh_precentral -- rh_lateralorbitofrontal,9,0.0,SZ,150,0.06,0.0,0.0
lh_precentral -- rh_lingual,8,0.0,SZ,150,0.05333333333333334,0.0,0.0
lh_precentral -- rh_medialorbitofrontal,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_precentral -- rh_middletemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precentral -- rh_paracentral,13,0.0,SZ,150,0.08666666666666667,0.0,0.0
lh_precentral -- rh_parahippocampal,78,2.0,SZ,150,0.52,0.013333333333333334,0.02564102564102564
lh_precentral -- rh_parsopercularis,50,4.0,SZ,150,0.3333333333333333,0.02666666666666667,0.08
lh_precentral -- rh_parstriangularis,16,0.0,SZ,150,0.10666666666666667,0.0,0.0
lh_precentral -- rh_postcentral,41,3.0,SZ,150,0.2733333333333333,0.02,0.07317073170731707
lh_precentral -- rh_posteriorcingulate,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precentral -- rh_precentral,113,7.0,SZ,150,0.7533333333333333,0.04666666666666667,0.061946902654867256
lh_precentral -- rh_precuneus,6,0.0,SZ,150,0.04,0.0,0.0
lh_precentral -- rh_rostralanteriorcingulate,62,1.0,SZ,150,0.41333333333333333,0.006666666666666667,0.016129032258064516
lh_precentral -- rh_rostralmiddlefrontal,88,2.0,SZ,150,0.5866666666666667,0.013333333333333334,0.022727272727272728
lh_precentral -- rh_superiorfrontal,79,2.0,SZ,150,0.5266666666666666,0.013333333333333334,0.02531645569620253
lh_precentral -- rh_superiorparietal,71,5.0,SZ,150,0.47333333333333333,0.03333333333333333,0.07042253521126761
lh_precentral -- rh_superiortemporal,5,1.0,SZ,150,0.03333333333333333,0.006666666666666667,0.2
lh_precentral -- rh_supramarginal,30,0.0,SZ,150,0.2,0.0,0.0
lh_precentral -- rh_transversetemporal,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_precuneus -- lh_rostralanteriorcingulate,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- lh_rostralmiddlefrontal,9,0.0,SZ,150,0.06,0.0,0.0
lh_precuneus -- lh_superiorparietal,10,1.0,SZ,150,0.06666666666666667,0.006666666666666667,0.1
lh_precuneus -- lh_superiortemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- lh_supramarginal,3,0.0,SZ,150,0.02,0.0,0.0
lh_precuneus -- lh_temporalpole,69,8.0,SZ,150,0.46,0.05333333333333334,0.11594202898550725
lh_precuneus -- rh_caudalanteriorcingulate,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- rh_caudalmiddlefrontal,4,1.0,SZ,150,0.02666666666666667,0.006666666666666667,0.25
lh_precuneus -- rh_cuneus,35,3.0,SZ,150,0.23333333333333334,0.02,0.08571428571428572
lh_precuneus -- rh_entorhinal,67,9.0,SZ,150,0.44666666666666666,0.06,0.13432835820895522
lh_precuneus -- rh_frontalpole,19,0.0,SZ,150,0.12666666666666668,0.0,0.0
lh_precuneus -- rh_fusiform,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- rh_inferiorparietal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- rh_inferiortemporal,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_precuneus -- rh_isthmuscingulate,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- rh_lateraloccipital,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_precuneus -- rh_lateralorbitofrontal,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_precuneus -- rh_lingual,85,12.0,SZ,150,0.5666666666666667,0.08,0.1411764705882353
lh_precuneus -- rh_medialorbitofrontal,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_precuneus -- rh_middletemporal,3,0.0,SZ,150,0.02,0.0,0.0
lh_precuneus -- rh_paracentral,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_precuneus -- rh_parahippocampal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_precuneus -- rh_parsopercularis,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_precuneus -- rh_parsorbitalis,47,5.0,SZ,150,0.31333333333333335,0.03333333333333333,0.10638297872340426
lh_precuneus -- rh_parstriangularis,9,0.0,SZ,150,0.06,0.0,0.0
lh_precuneus -- rh_pericalcarine,8,0.0,SZ,150,0.05333333333333334,0.0,0.0
lh_precuneus -- rh_postcentral,19,1.0,SZ,150,0.12666666666666668,0.006666666666666667,0.05263157894736842
lh_precuneus -- rh_posteriorcingulate,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- rh_precentral,6,2.0,SZ,150,0.04,0.013333333333333334,0.3333333333333333
lh_precuneus -- rh_precuneus,105,9.0,SZ,150,0.7,0.06,0.08571428571428572
lh_precuneus -- rh_rostralanteriorcingulate,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_precuneus -- rh_rostralmiddlefrontal,3,0.0,SZ,150,0.02,0.0,0.0
lh_precuneus -- rh_superiorparietal,12,2.0,SZ,150,0.08,0.013333333333333334,0.16666666666666666
lh_precuneus -- rh_superiortemporal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_precuneus -- rh_supramarginal,18,2.0,SZ,150,0.12,0.013333333333333334,0.1111111111111111
lh_precuneus -- rh_temporalpole,74,8.0,SZ,150,0.49333333333333335,0.05333333333333334,0.10810810810810811
lh_rostralanteriorcingulate -- lh_rostralmiddlefrontal,52,1.0,SZ,150,0.3466666666666667,0.006666666666666667,0.019230769230769232
lh_rostralanteriorcingulate -- lh_superiorfrontal,67,6.0,SZ,150,0.44666666666666666,0.04,0.08955223880597014
lh_rostralanteriorcingulate -- lh_superiorparietal,39,2.0,SZ,150,0.26,0.013333333333333334,0.05128205128205128
lh_rostralanteriorcingulate -- lh_superiortemporal,21,0.0,SZ,150,0.14,0.0,0.0
lh_rostralanteriorcingulate -- lh_supramarginal,48,1.0,SZ,150,0.32,0.006666666666666667,0.020833333333333332
lh_rostralanteriorcingulate -- lh_transversetemporal,10,3.0,SZ,150,0.06666666666666667,0.02,0.3
lh_rostralanteriorcingulate -- rh_bankssts,21,2.0,SZ,150,0.14,0.013333333333333334,0.09523809523809523
lh_rostralanteriorcingulate -- rh_caudalanteriorcingulate,22,2.0,SZ,150,0.14666666666666667,0.013333333333333334,0.09090909090909091
lh_rostralanteriorcingulate -- rh_caudalmiddlefrontal,16,1.0,SZ,150,0.10666666666666667,0.006666666666666667,0.0625
lh_rostralanteriorcingulate -- rh_cuneus,11,1.0,SZ,150,0.07333333333333333,0.006666666666666667,0.09090909090909091
lh_rostralanteriorcingulate -- rh_fusiform,5,3.0,SZ,150,0.03333333333333333,0.02,0.6
lh_rostralanteriorcingulate -- rh_inferiorparietal,42,2.0,SZ,150,0.28,0.013333333333333334,0.047619047619047616
lh_rostralanteriorcingulate -- rh_inferiortemporal,3,0.0,SZ,150,0.02,0.0,0.0
lh_rostralanteriorcingulate -- rh_insula,54,5.0,SZ,150,0.36,0.03333333333333333,0.09259259259259259
lh_rostralanteriorcingulate -- rh_isthmuscingulate,14,1.0,SZ,150,0.09333333333333334,0.006666666666666667,0.07142857142857142
lh_rostralanteriorcingulate -- rh_lateraloccipital,64,0.0,SZ,150,0.4266666666666667,0.0,0.0
lh_rostralanteriorcingulate -- rh_lateralorbitofrontal,9,2.0,SZ,150,0.06,0.013333333333333334,0.2222222222222222
lh_rostralanteriorcingulate -- rh_lingual,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_rostralanteriorcingulate -- rh_medialorbitofrontal,12,0.0,SZ,150,0.08,0.0,0.0
lh_rostralanteriorcingulate -- rh_middletemporal,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_rostralanteriorcingulate -- rh_paracentral,15,1.0,SZ,150,0.1,0.006666666666666667,0.06666666666666667
lh_rostralanteriorcingulate -- rh_parahippocampal,54,0.0,SZ,150,0.36,0.0,0.0
lh_rostralanteriorcingulate -- rh_parsopercularis,42,7.0,SZ,150,0.28,0.04666666666666667,0.16666666666666666
lh_rostralanteriorcingulate -- rh_parstriangularis,16,0.0,SZ,150,0.10666666666666667,0.0,0.0
lh_rostralanteriorcingulate -- rh_postcentral,27,3.0,SZ,150,0.18,0.02,0.1111111111111111
lh_rostralanteriorcingulate -- rh_posteriorcingulate,7,1.0,SZ,150,0.04666666666666667,0.006666666666666667,0.14285714285714285
lh_rostralanteriorcingulate -- rh_precentral,77,2.0,SZ,150,0.5133333333333333,0.013333333333333334,0.025974025974025976
lh_rostralanteriorcingulate -- rh_precuneus,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_rostralanteriorcingulate -- rh_rostralanteriorcingulate,57,1.0,SZ,150,0.38,0.006666666666666667,0.017543859649122806
lh_rostralanteriorcingulate -- rh_rostralmiddlefrontal,45,0.0,SZ,150,0.3,0.0,0.0
lh_rostralanteriorcingulate -- rh_superiorfrontal,62,0.0,SZ,150,0.41333333333333333,0.0,0.0
lh_rostralanteriorcingulate -- rh_superiorparietal,40,1.0,SZ,150,0.26666666666666666,0.006666666666666667,0.025
lh_rostralanteriorcingulate -- rh_superiortemporal,11,3.0,SZ,150,0.07333333333333333,0.02,0.2727272727272727
lh_rostralanteriorcingulate -- rh_supramarginal,19,0.0,SZ,150,0.12666666666666668,0.0,0.0
lh_rostralanteriorcingulate -- rh_transversetemporal,7,1.0,SZ,150,0.04666666666666667,0.006666666666666667,0.14285714285714285
lh_rostralmiddlefrontal -- lh_superiorfrontal,59,2.0,SZ,150,0.3933333333333333,0.013333333333333334,0.03389830508474576
lh_rostralmiddlefrontal -- lh_superiorparietal,116,9.0,SZ,150,0.7733333333333333,0.06,0.07758620689655173
lh_rostralmiddlefrontal -- lh_superiortemporal,14,2.0,SZ,150,0.09333333333333334,0.013333333333333334,0.14285714285714285
lh_rostralmiddlefrontal -- lh_supramarginal,85,5.0,SZ,150,0.5666666666666667,0.03333333333333333,0.058823529411764705
lh_rostralmiddlefrontal -- lh_transversetemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_rostralmiddlefrontal -- rh_bankssts,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_rostralmiddlefrontal -- rh_caudalanteriorcingulate,8,0.0,SZ,150,0.05333333333333334,0.0,0.0
lh_rostralmiddlefrontal -- rh_caudalmiddlefrontal,8,1.0,SZ,150,0.05333333333333334,0.006666666666666667,0.125
lh_rostralmiddlefrontal -- rh_cuneus,13,1.0,SZ,150,0.08666666666666667,0.006666666666666667,0.07692307692307693
lh_rostralmiddlefrontal -- rh_fusiform,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_rostralmiddlefrontal -- rh_inferiorparietal,106,9.0,SZ,150,0.7066666666666667,0.06,0.08490566037735849
lh_rostralmiddlefrontal -- rh_inferiortemporal,3,0.0,SZ,150,0.02,0.0,0.0
lh_rostralmiddlefrontal -- rh_insula,26,0.0,SZ,150,0.17333333333333334,0.0,0.0
lh_rostralmiddlefrontal -- rh_isthmuscingulate,8,0.0,SZ,150,0.05333333333333334,0.0,0.0
lh_rostralmiddlefrontal -- rh_lateraloccipital,135,4.0,SZ,150,0.9,0.02666666666666667,0.02962962962962963
lh_rostralmiddlefrontal -- rh_lateralorbitofrontal,8,1.0,SZ,150,0.05333333333333334,0.006666666666666667,0.125
lh_rostralmiddlefrontal -- rh_lingual,11,0.0,SZ,150,0.07333333333333333,0.0,0.0
lh_rostralmiddlefrontal -- rh_medialorbitofrontal,17,1.0,SZ,150,0.11333333333333333,0.006666666666666667,0.058823529411764705
lh_rostralmiddlefrontal -- rh_middletemporal,3,0.0,SZ,150,0.02,0.0,0.0
lh_rostralmiddlefrontal -- rh_paracentral,18,1.0,SZ,150,0.12,0.006666666666666667,0.05555555555555555
lh_rostralmiddlefrontal -- rh_parahippocampal,82,5.0,SZ,150,0.5466666666666666,0.03333333333333333,0.06097560975609756
lh_rostralmiddlefrontal -- rh_parsopercularis,37,1.0,SZ,150,0.24666666666666667,0.006666666666666667,0.02702702702702703
lh_rostralmiddlefrontal -- rh_parstriangularis,15,1.0,SZ,150,0.1,0.006666666666666667,0.06666666666666667
lh_rostralmiddlefrontal -- rh_postcentral,94,9.0,SZ,150,0.6266666666666667,0.06,0.09574468085106383
lh_rostralmiddlefrontal -- rh_posteriorcingulate,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_rostralmiddlefrontal -- rh_precentral,86,1.0,SZ,150,0.5733333333333334,0.006666666666666667,0.011627906976744186
lh_rostralmiddlefrontal -- rh_precuneus,13,0.0,SZ,150,0.08666666666666667,0.0,0.0
lh_rostralmiddlefrontal -- rh_rostralanteriorcingulate,39,1.0,SZ,150,0.26,0.006666666666666667,0.02564102564102564
lh_rostralmiddlefrontal -- rh_rostralmiddlefrontal,146,3.0,SZ,150,0.9733333333333334,0.02,0.02054794520547945
lh_rostralmiddlefrontal -- rh_superiorfrontal,68,5.0,SZ,150,0.4533333333333333,0.03333333333333333,0.07352941176470588
lh_rostralmiddlefrontal -- rh_superiorparietal,110,9.0,SZ,150,0.7333333333333333,0.06,0.08181818181818182
lh_rostralmiddlefrontal -- rh_superiortemporal,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_rostralmiddlefrontal -- rh_supramarginal,37,3.0,SZ,150,0.24666666666666667,0.02,0.08108108108108109
lh_rostralmiddlefrontal -- rh_transversetemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_superiorfrontal -- lh_superiorparietal,20,0.0,SZ,150,0.13333333333333333,0.0,0.0
lh_superiorfrontal -- lh_superiortemporal,51,6.0,SZ,150,0.34,0.04,0.11764705882352941
lh_superiorfrontal -- lh_supramarginal,85,6.0,SZ,150,0.5666666666666667,0.04,0.07058823529411765
lh_superiorfrontal -- lh_transversetemporal,6,0.0,SZ,150,0.04,0.0,0.0
lh_superiorfrontal -- rh_bankssts,48,1.0,SZ,150,0.32,0.006666666666666667,0.020833333333333332
lh_superiorfrontal -- rh_caudalanteriorcingulate,50,2.0,SZ,150,0.3333333333333333,0.013333333333333334,0.04
lh_superiorfrontal -- rh_caudalmiddlefrontal,33,1.0,SZ,150,0.22,0.006666666666666667,0.030303030303030304
lh_superiorfrontal -- rh_cuneus,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_superiorfrontal -- rh_fusiform,3,0.0,SZ,150,0.02,0.0,0.0
lh_superiorfrontal -- rh_inferiorparietal,68,5.0,SZ,150,0.4533333333333333,0.03333333333333333,0.07352941176470588
lh_superiorfrontal -- rh_inferiortemporal,10,0.0,SZ,150,0.06666666666666667,0.0,0.0
lh_superiorfrontal -- rh_insula,119,3.0,SZ,150,0.7933333333333333,0.02,0.025210084033613446
lh_superiorfrontal -- rh_isthmuscingulate,22,0.0,SZ,150,0.14666666666666667,0.0,0.0
lh_superiorfrontal -- rh_lateraloccipital,70,4.0,SZ,150,0.4666666666666667,0.02666666666666667,0.05714285714285714
lh_superiorfrontal -- rh_lateralorbitofrontal,6,1.0,SZ,150,0.04,0.006666666666666667,0.16666666666666666
lh_superiorfrontal -- rh_medialorbitofrontal,13,2.0,SZ,150,0.08666666666666667,0.013333333333333334,0.15384615384615385
lh_superiorfrontal -- rh_middletemporal,17,0.0,SZ,150,0.11333333333333333,0.0,0.0
lh_superiorfrontal -- rh_paracentral,26,1.0,SZ,150,0.17333333333333334,0.006666666666666667,0.038461538461538464
lh_superiorfrontal -- rh_parahippocampal,67,4.0,SZ,150,0.44666666666666666,0.02666666666666667,0.05970149253731343
lh_superiorfrontal -- rh_parsopercularis,72,7.0,SZ,150,0.48,0.04666666666666667,0.09722222222222222
lh_superiorfrontal -- rh_parstriangularis,23,0.0,SZ,150,0.15333333333333332,0.0,0.0
lh_superiorfrontal -- rh_postcentral,9,0.0,SZ,150,0.06,0.0,0.0
lh_superiorfrontal -- rh_posteriorcingulate,12,0.0,SZ,150,0.08,0.0,0.0
lh_superiorfrontal -- rh_precentral,49,3.0,SZ,150,0.32666666666666666,0.02,0.061224489795918366
lh_superiorfrontal -- rh_rostralanteriorcingulate,58,3.0,SZ,150,0.38666666666666666,0.02,0.05172413793103448
lh_superiorfrontal -- rh_rostralmiddlefrontal,55,5.0,SZ,150,0.36666666666666664,0.03333333333333333,0.09090909090909091
lh_superiorfrontal -- rh_superiorfrontal,150,8.0,SZ,150,1.0,0.05333333333333334,0.05333333333333334
lh_superiorfrontal -- rh_superiorparietal,21,1.0,SZ,150,0.14,0.006666666666666667,0.047619047619047616
lh_superiorfrontal -- rh_superiortemporal,21,0.0,SZ,150,0.14,0.0,0.0
lh_superiorfrontal -- rh_supramarginal,22,1.0,SZ,150,0.14666666666666667,0.006666666666666667,0.045454545454545456
lh_superiorfrontal -- rh_transversetemporal,6,0.0,SZ,150,0.04,0.0,0.0
lh_superiorparietal -- lh_superiortemporal,12,2.0,SZ,150,0.08,0.013333333333333334,0.16666666666666666
lh_superiorparietal -- lh_supramarginal,68,2.0,SZ,150,0.4533333333333333,0.013333333333333334,0.029411764705882353
lh_superiorparietal -- lh_transversetemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_superiorparietal -- rh_bankssts,3,0.0,SZ,150,0.02,0.0,0.0
lh_superiorparietal -- rh_caudalanteriorcingulate,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_superiorparietal -- rh_caudalmiddlefrontal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_superiorparietal -- rh_cuneus,33,1.0,SZ,150,0.22,0.006666666666666667,0.030303030303030304
lh_superiorparietal -- rh_entorhinal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_superiorparietal -- rh_inferiorparietal,94,5.0,SZ,150,0.6266666666666667,0.03333333333333333,0.05319148936170213
lh_superiorparietal -- rh_insula,11,0.0,SZ,150,0.07333333333333333,0.0,0.0
lh_superiorparietal -- rh_isthmuscingulate,4,0.0,SZ,150,0.02666666666666667,0.0,0.0
lh_superiorparietal -- rh_lateraloccipital,128,5.0,SZ,150,0.8533333333333334,0.03333333333333333,0.0390625
lh_superiorparietal -- rh_lateralorbitofrontal,12,1.0,SZ,150,0.08,0.006666666666666667,0.08333333333333333
lh_superiorparietal -- rh_lingual,29,0.0,SZ,150,0.19333333333333333,0.0,0.0
lh_superiorparietal -- rh_medialorbitofrontal,18,0.0,SZ,150,0.12,0.0,0.0
lh_superiorparietal -- rh_paracentral,5,0.0,SZ,150,0.03333333333333333,0.0,0.0
lh_superiorparietal -- rh_parahippocampal,80,3.0,SZ,150,0.5333333333333333,0.02,0.0375
lh_superiorparietal -- rh_parsopercularis,24,4.0,SZ,150,0.16,0.02666666666666667,0.16666666666666666
lh_superiorparietal -- rh_parstriangularis,18,0.0,SZ,150,0.12,0.0,0.0
lh_superiorparietal -- rh_postcentral,118,3.0,SZ,150,0.7866666666666666,0.02,0.025423728813559324
lh_superiorparietal -- rh_precentral,83,2.0,SZ,150,0.5533333333333333,0.013333333333333334,0.024096385542168676
lh_superiorparietal -- rh_precuneus,18,0.0,SZ,150,0.12,0.0,0.0
lh_superiorparietal -- rh_rostralanteriorcingulate,30,3.0,SZ,150,0.2,0.02,0.1
lh_superiorparietal -- rh_rostralmiddlefrontal,125,1.0,SZ,150,0.8333333333333334,0.006666666666666667,0.008
lh_superiorparietal -- rh_superiorfrontal,25,1.0,SZ,150,0.16666666666666666,0.006666666666666667,0.04
lh_superiorparietal -- rh_superiorparietal,148,7.0,SZ,150,0.9866666666666667,0.04666666666666667,0.0472972972972973
lh_superiorparietal -- rh_superiortemporal,1,0.0,SZ,150,0.006666666666666667,0.0,0.0
lh_superiorparietal -- rh_supramarginal,44,4.0,SZ,150,0.29333333333333333,0.02666666666666667,0.09090909090909091
lh_superiorparietal -- rh_transversetemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_superiortemporal -- lh_supramarginal,28,3.0,SZ,150,0.18666666666666668,0.02,0.10714285714285714
lh_superiortemporal -- lh_transversetemporal,3,0.0,SZ,150,0.02,0.0,0.0
lh_superiortemporal -- rh_bankssts,62,1.0,SZ,150,0.41333333333333333,0.006666666666666667,0.016129032258064516
lh_superiortemporal -- rh_caudalanteriorcingulate,69,5.0,SZ,150,0.46,0.03333333333333333,0.07246376811594203
lh_superiortemporal -- rh_caudalmiddlefrontal,31,0.0,SZ,150,0.20666666666666667,0.0,0.0
lh_superiortemporal -- rh_cuneus,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_superiortemporal -- rh_frontalpole,7,0.0,SZ,150,0.04666666666666667,0.0,0.0
lh_superiortemporal -- rh_fusiform,3,0.0,SZ,150,0.02,0.0,0.0
lh_superiortemporal -- rh_inferiorparietal,21,3.0,SZ,150,0.14,0.02,0.14285714285714285
lh_superiortemporal -- rh_inferiortemporal,59,2.0,SZ,150,0.3933333333333333,0.013333333333333334,0.03389830508474576
lh_superiortemporal -- rh_insula,43,6.0,SZ,150,0.2866666666666667,0.04,0.13953488372093023
lh_superiortemporal -- rh_isthmuscingulate,43,1.0,SZ,150,0.2866666666666667,0.006666666666666667,0.023255813953488372
lh_superiortemporal -- rh_lateraloccipital,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_superiortemporal -- rh_lateralorbitofrontal,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_superiortemporal -- rh_lingual,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_superiortemporal -- rh_medialorbitofrontal,6,0.0,SZ,150,0.04,0.0,0.0
lh_superiortemporal -- rh_middletemporal,66,1.0,SZ,150,0.44,0.006666666666666667,0.015151515151515152
lh_superiortemporal -- rh_paracentral,29,1.0,SZ,150,0.19333333333333333,0.006666666666666667,0.034482758620689655
lh_superiortemporal -- rh_parahippocampal,20,5.0,SZ,150,0.13333333333333333,0.03333333333333333,0.25
lh_superiortemporal -- rh_parsopercularis,24,1.0,SZ,150,0.16,0.006666666666666667,0.041666666666666664
lh_superiortemporal -- rh_parsorbitalis,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_superiortemporal -- rh_parstriangularis,14,0.0,SZ,150,0.09333333333333334,0.0,0.0
lh_superiortemporal -- rh_pericalcarine,11,0.0,SZ,150,0.07333333333333333,0.0,0.0
lh_superiortemporal -- rh_postcentral,9,4.0,SZ,150,0.06,0.02666666666666667,0.4444444444444444
lh_superiortemporal -- rh_posteriorcingulate,61,3.0,SZ,150,0.4066666666666667,0.02,0.04918032786885246
lh_superiortemporal -- rh_precentral,20,2.0,SZ,150,0.13333333333333333,0.013333333333333334,0.1
lh_superiortemporal -- rh_rostralanteriorcingulate,17,4.0,SZ,150,0.11333333333333333,0.02666666666666667,0.23529411764705882
lh_superiortemporal -- rh_rostralmiddlefrontal,11,2.0,SZ,150,0.07333333333333333,0.013333333333333334,0.18181818181818182
lh_superiortemporal -- rh_superiorfrontal,53,2.0,SZ,150,0.35333333333333333,0.013333333333333334,0.03773584905660377
lh_superiortemporal -- rh_superiorparietal,12,2.0,SZ,150,0.08,0.013333333333333334,0.16666666666666666
lh_superiortemporal -- rh_superiortemporal,93,5.0,SZ,150,0.62,0.03333333333333333,0.053763440860215055
lh_superiortemporal -- rh_supramarginal,5,1.0,SZ,150,0.03333333333333333,0.006666666666666667,0.2
lh_superiortemporal -- rh_transversetemporal,4,2.0,SZ,150,0.02666666666666667,0.013333333333333334,0.5
lh_supramarginal -- lh_transversetemporal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_supramarginal -- rh_bankssts,36,1.0,SZ,150,0.24,0.006666666666666667,0.027777777777777776
lh_supramarginal -- rh_caudalanteriorcingulate,27,0.0,SZ,150,0.18,0.0,0.0
lh_supramarginal -- rh_caudalmiddlefrontal,16,0.0,SZ,150,0.10666666666666667,0.0,0.0
lh_supramarginal -- rh_cuneus,21,4.0,SZ,150,0.14,0.02666666666666667,0.19047619047619047
lh_supramarginal -- rh_entorhinal,2,0.0,SZ,150,0.013333333333333334,0.0,0.0
lh_supramarginal -- rh_fusiform,2,1.0,SZ,150,0.013333333333333334,0.006666666666666667,0.5
lh_supramarginal -- rh_inferiorparietal,103,3.0,SZ,150,0.6866666666666666,0.02,0.02912621359223301
lh_supramarginal -- rh_inferiortemporal,12,1.0,SZ,150,0.08,0.006666666666666667,0.08333333333333333
lh_supramarginal -- rh_insula,42,1.0,SZ,150,0.28,0.006666666666666667,0.023809523809523808
lh_supramarginal -- rh_isthmuscingulate,19,0.0,SZ,150,0.12666666666666668,0.0,0.0
lh_supramarginal -- rh_lateraloccipital,82,3.0,SZ,150,0.5466666666666666,0.02,0.036585365853658534
lh_supramarginal -- rh_lateralorbitofrontal,16,0.0,SZ,150,0.10666666666666667,0.0,0.0
lh_supramarginal -- rh_lingual,11,4.0,SZ,150,0.07333333333333333,0.02666666666666667,0.36363636363636365
lh_supramarginal -- rh_medialorbitofrontal,16,0.0,SZ,150,0.10666666666666667,0.0,0.0
lh_supramarginal -- rh_middletemporal,12,1.0,SZ,150,0.08,0.006666666666666667,0.08333333333333333
lh_supramarginal -- rh_paracentral,24,0.0,SZ,150,0.16,0.0,0.0
lh_supramarginal -- rh_parahippocampal,61,4.0,SZ,150,0.4066666666666667,0.02666666666666667,0.06557377049180328
lh_supramarginal -- rh_parsopercularis,35,1.0,SZ,150,0.23333333333333334,0.006666666666666667,0.02857142857142857
lh_supramarginal -- rh_parstriangularis,36,1.0,SZ,150,0.24,0.006666666666666667,0.027777777777777776
lh_supramarginal -- rh_postcentral,43,2.0,SZ,150,0.2866666666666667,0.013333333333333334,0.046511627906976744
