edge,sz_selection_frequency,sz_mean_importance_share,ctrl_selection_frequency,ctrl_mean_importance_share,selection_frequency_difference,importance_share_difference
lh_caudalmiddlefrontal -- rh_precuneus,0.0,0.001737436144561252,0.0,0.0031136731249945247,0.0,-0.0013762369804332726
lh_medialorbitofrontal -- rh_parahippocampal,0.0,0.001422091797511174,0.0,0.003123988831410501,0.0,-0.001701897033899327
lh_precuneus -- rh_isthmuscingulate,0.0,0.0013041866656833424,0.0,0.001953812731904521,0.0,-0.0006496260662211787
rh_bankssts -- rh_superiorparietal,0.0,0.0012023523797868804,0.0,0.0013769003765989347,0.0,-0.00017454799681205428
lh_middletemporal -- lh_transversetemporal,0.0,0.00143387560053053,0.0,0.0023152499106405943,0.0,-0.0008813743101100642
rh_postcentral -- rh_rostralanteriorcingulate,0.0,0.0020884228803585165,0.0,0.001955354231837245,0.0,0.00013306864852127148
lh_middletemporal -- rh_postcentral,0.0,0.0021801466479820443,0.0,0.0012789529336864958,0.0,0.0009011937142955485
lh_precuneus -- rh_rostralmiddlefrontal,0.0,0.0015614435414449956,0.0,0.002100034464084224,0.0,-0.0005385909226392283
lh_precuneus -- rh_rostralanteriorcingulate,0.0,0.0016693550698913032,0.0,0.0014822097399255951,0.0,0.00018714532996570808
lh_rostralanteriorcingulate -- lh_superiorfrontal,0.04,0.0033212305833574163,0.04,0.0035102084914121496,0.0,-0.0001889779080547333
lh_rostralanteriorcingulate -- rh_inferiortemporal,0.0,0.0016374882549573314,0.0,0.0013397171540974334,0.0,0.00029777110085989797
lh_cuneus -- lh_rostralmiddlefrontal,0.0,0.0015171856343497538,0.0,0.0016314103376303586,0.0,-0.00011422470328060477
lh_isthmuscingulate -- rh_superiorfrontal,0.0,0.002608837121628205,0.0,0.0030954297490617274,0.0,-0.00048659262743352234
lh_supramarginal -- rh_posteriorcingulate,0.0,0.0026950522459998094,0.0,0.0020260377616894104,0.0,0.000669014484310399
lh_insula -- rh_supramarginal,0.0,0.003759497316308308,0.0,0.0018386329488185606,0.0,0.0019208643674897476
lh_isthmuscingulate -- lh_lateraloccipital,0.0,0.0020137941988064606,0.0,0.001440331295075749,0.0,0.0005734629037307116
lh_isthmuscingulate -- lh_superiorfrontal,0.0,0.002371602517591678,0.0,0.0027151462826282423,0.0,-0.00034354376503656445
lh_isthmuscingulate -- lh_rostralmiddlefrontal,0.0,0.002170769499963028,0.0,0.003244212495979241,0.0,-0.001073442996016213
lh_isthmuscingulate -- lh_postcentral,0.0,0.0013918031678984686,0.0,0.0033697989547510107,0.0,-0.001977995786852542
lh_middletemporal -- rh_bankssts,0.013333333333333334,0.0029527429620845105,0.013333333333333334,0.002817752975282285,0.0,0.00013498998680222573
lh_isthmuscingulate -- rh_supramarginal,0.0,0.0027593672155090043,0.0,0.003243850367138223,0.0,-0.0004844831516292187
lh_isthmuscingulate -- rh_superiorparietal,0.0,0.001785985638498034,0.0,0.0034333555042163266,0.0,-0.0016473698657182925
lh_supramarginal -- rh_entorhinal,0.0,0.0014778047207402545,0.0,0.0016549954737915843,0.0,-0.00017719075305132987
lh_cuneus -- rh_parstriangularis,0.0,0.0025743496367095203,0.0,0.0024624132656358793,0.0,0.00011193637107364098
lh_cuneus -- rh_parahippocampal,0.0,0.0029478024322615506,0.0,0.0023920887663372997,0.0,0.0005557136659242509
lh_lingual -- lh_rostralmiddlefrontal,0.0,0.0029174560214742244,0.0,0.0015746405511617655,0.0,0.001342815470312459
lh_lateraloccipital -- rh_transversetemporal,0.0,0.0013335364180906005,0.0,0.0013181470642307784,0.0,1.538935385982207e-05
lh_lateraloccipital -- rh_superiortemporal,0.0,0.0013829210034080439,0.0,0.0032388483406602907,0.0,-0.0018559273372522468
lh_lateralorbitofrontal -- lh_posteriorcingulate,0.0,0.0023637034946472563,0.0,0.0026289409022762027,0.0,-0.0002652374076289464
lh_lateralorbitofrontal -- lh_superiortemporal,0.0,0.0018922150358592776,0.0,0.00275659759122168,0.0,-0.0008643825553624025
lh_superiortemporal -- lh_transversetemporal,0.0,0.0014753770303062607,0.0,0.0015171079085862513,0.0,-4.173087827999064e-05
lh_superiorparietal -- rh_superiortemporal,0.0,0.0010314630426411777,0.0,0.0014405166060096394,0.0,-0.0004090535633684616
lh_medialorbitofrontal -- rh_lateralorbitofrontal,0.013333333333333334,0.0035949876258466545,0.013333333333333334,0.0031384800238181305,0.0,0.0004565076020285239
lh_rostralanteriorcingulate -- rh_precuneus,0.0,0.001536019241960308,0.0,0.0023135993757087345,0.0,-0.0007775801337484266
lh_rostralmiddlefrontal -- rh_bankssts,0.0,0.0016296270079951456,0.0,0.0015425726350573649,0.0,8.705437293778074e-05
lh_rostralanteriorcingulate -- rh_supramarginal,0.0,0.002888833685010214,0.0,0.002392543744102742,0.0,0.0004962899409074717
lh_rostralmiddlefrontal -- rh_isthmuscingulate,0.0,0.0020149821548155304,0.0,0.0026629778626403276,0.0,-0.0006479957078247972
lh_rostralmiddlefrontal -- rh_inferiortemporal,0.0,0.0018080178944401227,0.0,0.0027586777773083533,0.0,-0.0009506598828682305
lh_rostralmiddlefrontal -- rh_fusiform,0.0,0.0014606007558471104,0.0,0.0014229777053848787,0.0,3.76230504622317e-05
lh_rostralmiddlefrontal -- rh_caudalanteriorcingulate,0.0,0.002102677628352604,0.0,0.0014702577381291526,0.0,0.0006324198902234515
lh_lingual -- lh_superiorfrontal,0.0,0.0014147238811564196,0.0,0.004425728304006907,0.0,-0.003011004422850487
lh_medialorbitofrontal -- lh_paracentral,0.0,0.0029526086137127154,0.0,0.0014567543397160676,0.0,0.0014958542739966479
lh_superiortemporal -- rh_frontalpole,0.0,0.0018735051071920963,0.0,0.0022282458789410196,0.0,-0.0003547407717489233
lh_lateraloccipital -- rh_caudalanteriorcingulate,0.0,0.0016809547002666718,0.0,0.0019001253993888724,0.0,-0.00021917069912220054
lh_lateraloccipital -- lh_transversetemporal,0.0,0.0013816590754686688,0.0,0.0023389538587937427,0.0,-0.0009572947833250739
lh_lateraloccipital -- rh_paracentral,0.0,0.002222649810695323,0.0,0.0024372835625837597,0.0,-0.0002146337518884366
lh_lateraloccipital -- rh_lateralorbitofrontal,0.0,0.002174347171060355,0.0,0.0028094199491941253,0.0,-0.0006350727781337701
lh_lateraloccipital -- rh_isthmuscingulate,0.0,0.001521824203684955,0.0,0.0025066841628934586,0.0,-0.0009848599592085037
lh_isthmuscingulate -- rh_lateraloccipital,0.0,0.0028204756126625555,0.0,0.0014519847033377775,0.0,0.001368490909324778
lh_isthmuscingulate -- rh_parsorbitalis,0.0,0.002449080982475282,0.0,0.0026977570963680106,0.0,-0.0002486761138927288
lh_entorhinal -- lh_frontalpole,0.0,0.002459213398980962,0.0,0.0017828555970016155,0.0,0.0006763578019793465
lh_cuneus -- rh_superiortemporal,0.0,0.0037252040396768865,0.0,0.0016549249192848443,0.0,0.002070279120392042
lh_frontalpole -- lh_paracentral,0.0,0.0013875488457777618,0.0,0.0024890576575027344,0.0,-0.0011015088117249726
lh_cuneus -- rh_rostralanteriorcingulate,0.0,0.0018583804464821808,0.0,0.002112891683053803,0.0,-0.00025451123657162233
lh_cuneus -- rh_precuneus,0.02666666666666667,0.0032585053213691527,0.02666666666666667,0.0035597630218467294,0.0,-0.00030125770047757664
lh_entorhinal -- lh_parsopercularis,0.0,0.0026341317977440445,0.0,0.001566198865161006,0.0,0.0010679329325830385
lh_superiortemporal -- rh_pericalcarine,0.0,0.0018181156108906874,0.0,0.0022991216358191073,0.0,-0.00048100602492842
lh_lateraloccipital -- lh_posteriorcingulate,0.0,0.0014664295192650888,0.0,0.0013541785940149166,0.0,0.0001122509252501722
lh_cuneus -- rh_inferiortemporal,0.0,0.0013884247998342163,0.0,0.0013801684661012416,0.0,8.256333732974738e-06
rh_lateraloccipital -- rh_paracentral,0.0,0.002225909735282586,0.0,0.0022337948091685077,0.0,-7.885073885921697e-06
rh_lateraloccipital -- rh_lateralorbitofrontal,0.0,0.002288203896727325,0.0,0.0026089801623298938,0.0,-0.00032077626560256863
lh_frontalpole -- lh_parstriangularis,0.0,0.0015306048810022862,0.0,0.0018752008476471535,0.0,-0.0003445959666448673
lh_cuneus -- rh_rostralmiddlefrontal,0.0,0.0017955715985821033,0.0,0.0015820140468472657,0.0,0.00021355755173483757
lh_cuneus -- rh_cuneus,0.1,0.0042566079026110995,0.10133333333333333,0.004299523115002933,-0.0013333333333333253,-4.291521239183343e-05
rh_caudalmiddlefrontal -- rh_isthmuscingulate,0.02,0.003105996324940629,0.021333333333333333,0.003101554519630555,-0.0013333333333333322,4.441805310073828e-06
lh_precuneus -- rh_cuneus,0.02,0.0022017541818834044,0.021333333333333333,0.002993013884106014,-0.0013333333333333322,-0.0007912597022226098
lh_posteriorcingulate -- rh_parstriangularis,0.02,0.0035020492966810262,0.021333333333333333,0.003053389693506781,-0.0013333333333333322,0.00044865960317424505
rh_rostralanteriorcingulate -- rh_rostralmiddlefrontal,0.02,0.0027233318206176566,0.021333333333333333,0.0028483401102725454,-0.0013333333333333322,-0.00012500828965488885
lh_superiorparietal -- rh_lateraloccipital,0.03333333333333333,0.003520247546881734,0.034666666666666665,0.003525751539688251,-0.0013333333333333322,-5.503992806516703e-06
lh_isthmuscingulate -- rh_bankssts,0.03333333333333333,0.00302458549255553,0.034666666666666665,0.0031988988952228233,-0.0013333333333333322,-0.00017431340266729333
lh_lateraloccipital -- rh_parsopercularis,0.02,0.0026925504410546717,0.021333333333333333,0.003022086298865356,-0.0013333333333333322,-0.0003295358578106842
lh_bankssts -- rh_parstriangularis,0.02,0.003393955115829223,0.021333333333333333,0.0031829070896534574,-0.0013333333333333322,0.00021104802617576569
rh_isthmuscingulate -- rh_paracentral,0.02,0.0030402133322261133,0.021333333333333333,0.0033499183293819166,-0.0013333333333333322,-0.0003097049971558033
lh_parstriangularis -- rh_caudalmiddlefrontal,0.02,0.0033170121900589385,0.021333333333333333,0.003290541968674816,-0.0013333333333333322,2.647022138412263e-05
lh_postcentral -- lh_rostralmiddlefrontal,0.02,0.003338806992405393,0.021333333333333333,0.003311432501899835,-0.0013333333333333322,2.737449050555776e-05
lh_insula -- rh_isthmuscingulate,0.006666666666666667,0.0027763128799475375,0.008,0.0025083984224690157,-0.001333333333333333,0.0002679144574785218
rh_parstriangularis -- rh_pericalcarine,0.006666666666666667,0.004672215550826161,0.008,0.0028492364001169277,-0.001333333333333333,0.0018229791507092335
lh_fusiform -- rh_parsorbitalis,0.006666666666666667,0.00667954269309563,0.008,0.004314349685022911,-0.001333333333333333,0.0023651930080727185
rh_inferiortemporal -- rh_temporalpole,0.006666666666666667,0.0022093597699302816,0.008,0.0039350609327345664,-0.001333333333333333,-0.0017257011628042849
lh_supramarginal -- rh_parstriangularis,0.006666666666666667,0.003378470538908842,0.008,0.00300099985736821,-0.001333333333333333,0.00037747068154063207
rh_fusiform -- rh_transversetemporal,0.006666666666666667,0.0027006014983391525,0.008,0.0026032640455486396,-0.001333333333333333,9.733745279051284e-05
lh_parstriangularis -- rh_inferiorparietal,0.006666666666666667,0.0037134789328393688,0.008,0.0030315408127325936,-0.001333333333333333,0.0006819381201067752
rh_caudalanteriorcingulate -- rh_lateralorbitofrontal,0.006666666666666667,0.0025831391279572645,0.008,0.0030718705728051713,-0.001333333333333333,-0.0004887314448479068
lh_frontalpole -- rh_lateralorbitofrontal,0.006666666666666667,0.00300679207254253,0.008,0.003202820053669032,-0.001333333333333333,-0.00019602798112650218
lh_lateralorbitofrontal -- rh_precuneus,0.006666666666666667,0.0031401505478026114,0.008,0.0034917884049720386,-0.001333333333333333,-0.00035163785716942715
rh_caudalanteriorcingulate -- rh_medialorbitofrontal,0.006666666666666667,0.003159882198767635,0.008,0.002898143846796768,-0.001333333333333333,0.000261738351970867
rh_paracentral -- rh_superiorfrontal,0.006666666666666667,0.002581821438175402,0.008,0.0023999718200761358,-0.001333333333333333,0.0001818496180992662
lh_lateralorbitofrontal -- lh_postcentral,0.006666666666666667,0.0037495610266945235,0.008,0.0027259515920063774,-0.001333333333333333,0.0010236094346881461
lh_paracentral -- rh_rostralmiddlefrontal,0.006666666666666667,0.0029679602154383928,0.008,0.002824344180586985,-0.001333333333333333,0.00014361603485140784
lh_caudalmiddlefrontal -- rh_parsopercularis,0.006666666666666667,0.0034375744080628722,0.008,0.002758583936081612,-0.001333333333333333,0.00067899047198126
lh_rostralanteriorcingulate -- rh_posteriorcingulate,0.006666666666666667,0.0028527658465845912,0.008,0.003248698689048464,-0.001333333333333333,-0.00039593284246387285
rh_medialorbitofrontal -- rh_transversetemporal,0.006666666666666667,0.0021628201907884373,0.008,0.0029427035786518596,-0.001333333333333333,-0.0007798833878634222
rh_frontalpole -- rh_medialorbitofrontal,0.006666666666666667,0.00317468103874683,0.008,0.003498338802285984,-0.001333333333333333,-0.000323657763539154
lh_bankssts -- lh_supramarginal,0.006666666666666667,0.0030017246155793187,0.008,0.002635621380224401,-0.001333333333333333,0.00036610323535491785
lh_rostralmiddlefrontal -- rh_rostralanteriorcingulate,0.006666666666666667,0.002545225717646086,0.008,0.002876895077344213,-0.001333333333333333,-0.0003316693596981269
lh_bankssts -- rh_superiortemporal,0.006666666666666667,0.0025948439915691344,0.008,0.002903183486892682,-0.001333333333333333,-0.0003083394953235477
lh_caudalanteriorcingulate -- rh_lateraloccipital,0.006666666666666667,0.0025516848070749076,0.008,0.0023363384944987916,-0.001333333333333333,0.00021534631257611597
lh_pericalcarine -- rh_medialorbitofrontal,0.006666666666666667,0.00341707106426664,0.008,0.003636991359688018,-0.001333333333333333,-0.00021992029542137808
lh_medialorbitofrontal -- lh_temporalpole,0.006666666666666667,0.002929701599082473,0.008,0.0028666218684878985,-0.001333333333333333,6.30797305945746e-05
lh_caudalanteriorcingulate -- rh_superiorparietal,0.006666666666666667,0.0036980664718200278,0.008,0.0022877736944916438,-0.001333333333333333,0.001410292777328384
lh_caudalanteriorcingulate -- rh_supramarginal,0.006666666666666667,0.002822019373988477,0.008,0.0027567931524999124,-0.001333333333333333,6.522622148856473e-05
lh_middletemporal -- rh_parsopercularis,0.006666666666666667,0.002973119542175663,0.008,0.0031895242597522184,-0.001333333333333333,-0.00021640471757655537
lh_parsorbitalis -- rh_lingual,0.006666666666666667,0.0022188188771424294,0.008,0.0028235490068491825,-0.001333333333333333,-0.0006047301297067531
lh_rostralanteriorcingulate -- rh_caudalmiddlefrontal,0.006666666666666667,0.0034300613138077383,0.008,0.0031074324083942137,-0.001333333333333333,0.0003226289054135247
lh_parstriangularis -- rh_lateralorbitofrontal,0.006666666666666667,0.0029879436259770817,0.008,0.0031897275921843244,-0.001333333333333333,-0.00020178396620724277
rh_fusiform -- rh_isthmuscingulate,0.006666666666666667,0.0020004562011267713,0.008,0.004048816722540693,-0.001333333333333333,-0.002048360521413922
lh_caudalanteriorcingulate -- lh_parsopercularis,0.006666666666666667,0.00429003599265246,0.008,0.002816765702511418,-0.001333333333333333,0.0014732702901410423
rh_bankssts -- rh_parahippocampal,0.006666666666666667,0.0027791217874883235,0.008,0.0031500695099592213,-0.001333333333333333,-0.0003709477224708977
rh_posteriorcingulate -- rh_rostralanteriorcingulate,0.006666666666666667,0.002003490990573272,0.008,0.0033732019586706907,-0.001333333333333333,-0.0013697109680974187
rh_insula -- rh_lateralorbitofrontal,0.006666666666666667,0.00193393972380159,0.008,0.0033111449117789837,-0.001333333333333333,-0.0013772051879773937
lh_parahippocampal -- rh_precuneus,0.006666666666666667,0.003215520641960454,0.008,0.0028791984407921297,-0.001333333333333333,0.0003363222011683242
lh_supramarginal -- rh_rostralmiddlefrontal,0.02666666666666667,0.0032472435093774277,0.029333333333333333,0.0032364319051520086,-0.0026666666666666644,1.0811604225419158e-05
rh_postcentral -- rh_rostralmiddlefrontal,0.04,0.0034388908890957593,0.042666666666666665,0.003399812227095782,-0.0026666666666666644,3.907866199997709e-05
lh_transversetemporal -- rh_bankssts,0.013333333333333334,0.0038870834516162318,0.016,0.0033548214018924573,-0.002666666666666666,0.0005322620497237745
lh_cuneus -- rh_parsorbitalis,0.013333333333333334,0.002290283693822253,0.016,0.0031394614930640263,-0.002666666666666666,-0.0008491777992417735
lh_inferiortemporal -- rh_caudalanteriorcingulate,0.013333333333333334,0.002680601887642403,0.016,0.0029340362023991405,-0.002666666666666666,-0.00025343431475673747
rh_caudalanteriorcingulate -- rh_rostralanteriorcingulate,0.013333333333333334,0.003573762309040552,0.016,0.0033139715862618552,-0.002666666666666666,0.0002597907227786969
lh_temporalpole -- rh_lateralorbitofrontal,0.013333333333333334,0.003178264306791392,0.016,0.003356798089398797,-0.002666666666666666,-0.00017853378260740535
rh_caudalmiddlefrontal -- rh_inferiortemporal,0.013333333333333334,0.0028748864179364464,0.016,0.002983892913151309,-0.002666666666666666,-0.00010900649521486264
lh_supramarginal -- rh_superiorparietal,0.013333333333333334,0.003026401718780631,0.016,0.002996136026378326,-0.002666666666666666,3.0265692402305002e-05
rh_caudalanteriorcingulate -- rh_inferiortemporal,0.013333333333333334,0.0028282992464605623,0.016,0.0029752055275440465,-0.002666666666666666,-0.0001469062810834842
lh_lateraloccipital -- rh_superiorfrontal,0.013333333333333334,0.002855053986238063,0.016,0.0029568980557024443,-0.002666666666666666,-0.0001018440694643811
lh_inferiortemporal -- lh_posteriorcingulate,0.013333333333333334,0.002826403676042163,0.016,0.0030508311997852343,-0.002666666666666666,-0.00022442752374307118
lh_parsorbitalis -- lh_pericalcarine,0.013333333333333334,0.003366649500045246,0.016,0.0029597568561994837,-0.002666666666666666,0.00040689264384576214
lh_inferiorparietal -- rh_precuneus,0.013333333333333334,0.0032162372855448866,0.016,0.003304794331390614,-0.002666666666666666,-8.855704584572735e-05
rh_lateraloccipital -- rh_superiorfrontal,0.013333333333333334,0.0029608511331662016,0.016,0.0030367339989964856,-0.002666666666666666,-7.588286583028398e-05
lh_caudalanteriorcingulate -- rh_insula,0.013333333333333334,0.00224735116131481,0.016,0.002835476014216545,-0.002666666666666666,-0.0005881248529017351
lh_pericalcarine -- rh_superiortemporal,0.013333333333333334,0.0025539142510856185,0.016,0.0027104761118968692,-0.002666666666666666,-0.00015656186081125078
lh_superiorparietal -- lh_supramarginal,0.013333333333333334,0.0027911220617728855,0.016,0.002930099738189423,-0.002666666666666666,-0.00013897767641653756
lh_lateralorbitofrontal -- rh_pericalcarine,0.013333333333333334,0.0027808440375833403,0.016,0.003271171773195767,-0.002666666666666666,-0.0004903277356124269
rh_parsorbitalis -- rh_pericalcarine,0.013333333333333334,0.00319724233848937,0.016,0.003107409203157425,-0.002666666666666666,8.983313533194497e-05
lh_lateralorbitofrontal -- rh_rostralmiddlefrontal,0.0,0.001975181900530368,0.0026666666666666666,0.002194540213680881,-0.0026666666666666666,-0.00021935831315051313
lh_precuneus -- rh_parahippocampal,0.0,0.0015338554131205401,0.0026666666666666666,0.0023977087959354665,-0.0026666666666666666,-0.0008638533828149264
lh_precuneus -- rh_middletemporal,0.0,0.0013568697999118303,0.0026666666666666666,0.0031337105978620334,-0.0026666666666666666,-0.0017768407979502031
lh_precuneus -- rh_lateralorbitofrontal,0.0,0.002075541608477899,0.0026666666666666666,0.0032831404852027447,-0.0026666666666666666,-0.0012075988767248458
lh_superiortemporal -- rh_lateralorbitofrontal,0.0,0.002118281288172901,0.0026666666666666666,0.002576707969008338,-0.0026666666666666666,-0.00045842668083543713
lh_superiortemporal -- rh_lateraloccipital,0.0,0.0031944279523537836,0.0026666666666666666,0.0023484602935311713,-0.0026666666666666666,0.0008459676588226123
lh_superiortemporal -- rh_fusiform,0.0,0.0023367205668091513,0.0026666666666666666,0.002493593454469956,-0.0026666666666666666,-0.00015687288766080484
lh_fusiform -- rh_precuneus,0.0,0.0014632616022462216,0.0026666666666666666,0.003158315440806997,-0.0026666666666666666,-0.0016950538385607753
rh_entorhinal -- rh_parsopercularis,0.0,0.0030704715675849803,0.0026666666666666666,0.001969570985460638,-0.0026666666666666666,0.0011009005821243424
lh_superiorfrontal -- rh_superiortemporal,0.0,0.00337089554036276,0.0026666666666666666,0.0027871625871551185,-0.0026666666666666666,0.0005837329532076413
lh_cuneus -- rh_superiorparietal,0.0,0.002547347772872707,0.0026666666666666666,0.0018099174364405962,-0.0026666666666666666,0.0007374303364321108
lh_inferiorparietal -- lh_medialorbitofrontal,0.0,0.0017295107038542267,0.0026666666666666666,0.002177262170570552,-0.0026666666666666666,-0.00044775146671632545
lh_fusiform -- rh_rostralanteriorcingulate,0.0,0.001420606198090838,0.0026666666666666666,0.0022762990290002096,-0.0026666666666666666,-0.0008556928309093716
lh_lateralorbitofrontal -- lh_rostralmiddlefrontal,0.0,0.0021775426627290498,0.0026666666666666666,0.002277301575289032,-0.0026666666666666666,-9.975891255998215e-05
lh_medialorbitofrontal -- lh_posteriorcingulate,0.0,0.003597785341114065,0.0026666666666666666,0.0021520545439768363,-0.0026666666666666666,0.0014457307971372287
lh_frontalpole -- rh_supramarginal,0.0,0.0025921914575572887,0.0026666666666666666,0.003454490554357561,-0.0026666666666666666,-0.0008622990968002722
rh_frontalpole -- rh_middletemporal,0.0,0.0018962914026195816,0.0026666666666666666,0.0024645013237693477,-0.0026666666666666666,-0.0005682099211497661
lh_frontalpole -- rh_parstriangularis,0.0,0.0032429326923341883,0.0026666666666666666,0.002313317510667143,-0.0026666666666666666,0.0009296151816670451
lh_medialorbitofrontal -- rh_middletemporal,0.0,0.0014971380115296827,0.0026666666666666666,0.0021379826627880546,-0.0026666666666666666,-0.0006408446512583719
lh_medialorbitofrontal -- lh_postcentral,0.0,0.002203790601409259,0.0026666666666666666,0.0019445571938945375,-0.0026666666666666666,0.0002592334075147214
rh_fusiform -- rh_rostralmiddlefrontal,0.0,0.0013563563919494488,0.0026666666666666666,0.0023782471838219906,-0.0026666666666666666,-0.0010218907918725418
lh_inferiorparietal -- rh_paracentral,0.0,0.001562892801671669,0.0026666666666666666,0.002660093253293477,-0.0026666666666666666,-0.001097200451621808
lh_fusiform -- rh_caudalanteriorcingulate,0.0,0.0018503497140019724,0.0026666666666666666,0.002579297977498639,-0.0026666666666666666,-0.0007289482634966664
lh_medialorbitofrontal -- lh_parahippocampal,0.0,0.0014654790037848416,0.0026666666666666666,0.0027829683120803553,-0.0026666666666666666,-0.0013174893082955137
lh_inferiorparietal -- rh_middletemporal,0.0,0.0013597509940749745,0.0026666666666666666,0.004490148966764511,-0.0026666666666666666,-0.003130397972689536
lh_precuneus -- rh_parsopercularis,0.0,0.0016721484258969393,0.0026666666666666666,0.00304509451611919,-0.0026666666666666666,-0.0013729460902222506
lh_fusiform -- rh_cuneus,0.0,0.0014910740093853016,0.0026666666666666666,0.007157953083520301,-0.0026666666666666666,-0.005666879074134999
lh_superiorparietal -- rh_bankssts,0.0,0.0014264806287549402,0.0026666666666666666,0.0027910164571892573,-0.0026666666666666666,-0.001364535828434317
lh_superiorparietal -- rh_caudalmiddlefrontal,0.0,0.0016398276701400463,0.0026666666666666666,0.0026577596463391567,-0.0026666666666666666,-0.0010179319761991104
lh_superiorparietal -- rh_insula,0.0,0.0017577001523479358,0.0026666666666666666,0.0015100974514447559,-0.0026666666666666666,0.0002476027009031799
lh_medialorbitofrontal -- lh_parsorbitalis,0.0,0.0026278023904385633,0.0026666666666666666,0.0028609530737965655,-0.0026666666666666666,-0.00023315068335800224
lh_superiorfrontal -- rh_isthmuscingulate,0.0,0.0022592766136408267,0.0026666666666666666,0.0021296203471700722,-0.0026666666666666666,0.00012965626647075445
lh_caudalanteriorcingulate -- lh_medialorbitofrontal,0.0,0.0025931470832962836,0.0026666666666666666,0.0026639667523616455,-0.0026666666666666666,-7.081966906536188e-05
rh_rostralmiddlefrontal -- rh_superiortemporal,0.0,0.0017538868113665521,0.0026666666666666666,0.003931024626188916,-0.0026666666666666666,-0.0021771378148223637
lh_bankssts -- lh_precentral,0.0,0.0024993244289877726,0.0026666666666666666,0.002551415041646259,-0.0026666666666666666,-5.2090612658486305e-05
lh_fusiform -- lh_superiorparietal,0.0,0.001385464001076009,0.0026666666666666666,0.0037034417834143135,-0.0026666666666666666,-0.0023179777823383045
lh_lateralorbitofrontal -- rh_lateraloccipital,0.0,0.0014045426253717344,0.0026666666666666666,0.0024815391070268345,-0.0026666666666666666,-0.0010769964816551001
lh_lingual -- rh_precentral,0.0,0.0028948924703768955,0.0026666666666666666,0.0036641628886735335,-0.0026666666666666666,-0.0007692704182966381
lh_superiorfrontal -- lh_superiorparietal,0.0,0.0017855526234688036,0.0026666666666666666,0.0019247164603170975,-0.0026666666666666666,-0.00013916383684829388
lh_superiorfrontal -- lh_transversetemporal,0.0,0.0016592576694775347,0.0026666666666666666,0.0019445806224889367,-0.0026666666666666666,-0.00028532295301140196
lh_lingual -- lh_precentral,0.0,0.0014196417762685778,0.0026666666666666666,0.0025255025897572706,-0.0026666666666666666,-0.0011058608134886928
rh_fusiform -- rh_parsorbitalis,0.0,0.0015583812493583616,0.0026666666666666666,0.0030908574314682433,-0.0026666666666666666,-0.0015324761821098817
lh_inferiortemporal -- rh_lateraloccipital,0.0,0.002273371088683102,0.0026666666666666666,0.002450695443944579,-0.0026666666666666666,-0.00017732435526147733
lh_fusiform -- lh_superiortemporal,0.0,0.0014421923527083963,0.0026666666666666666,0.0028431617039196815,-0.0026666666666666666,-0.0014009693512112853
rh_fusiform -- rh_lateralorbitofrontal,0.0,0.0015175131527020262,0.0026666666666666666,0.003440105814545643,-0.0026666666666666666,-0.0019225926618436167
rh_fusiform -- rh_parahippocampal,0.0,0.003313331966235343,0.0026666666666666666,0.0029877493398988426,-0.0026666666666666666,0.0003255826263365005
lh_lingual -- lh_supramarginal,0.0,0.001966810408209794,0.0026666666666666666,0.0018360346494831546,-0.0026666666666666666,0.00013077575872663932
lh_lingual -- rh_parsopercularis,0.0,0.0016030285348652982,0.0026666666666666666,0.002249286235373352,-0.0026666666666666666,-0.0006462577005080538
lh_fusiform -- lh_postcentral,0.0,0.0011793507795107936,0.0026666666666666666,0.0034996377884264876,-0.0026666666666666666,-0.002320287008915694
lh_medialorbitofrontal -- lh_superiorfrontal,0.0,0.004583924074195153,0.0026666666666666666,0.0036072072054397597,-0.0026666666666666666,0.0009767168687553934
lh_medialorbitofrontal -- lh_supramarginal,0.0,0.0013974676677492052,0.0026666666666666666,0.003023127028343739,-0.0026666666666666666,-0.0016256593605945336
lh_medialorbitofrontal -- rh_bankssts,0.0,0.002646839636545318,0.0026666666666666666,0.0037413166288449763,-0.0026666666666666666,-0.0010944769922996583
lh_fusiform -- lh_lingual,0.0,0.0016138363282184843,0.0026666666666666666,0.0034792344649668757,-0.0026666666666666666,-0.0018653981367483914
rh_inferiortemporal -- rh_lateralorbitofrontal,0.0,0.0021855772469733556,0.0026666666666666666,0.002420127204588355,-0.0026666666666666666,-0.00023454995761499958
lh_rostralmiddlefrontal -- rh_insula,0.0,0.001781472681664653,0.0026666666666666666,0.002018300987613151,-0.0026666666666666666,-0.00023682830594849822
lh_medialorbitofrontal -- rh_isthmuscingulate,0.0,0.003192808627596222,0.0026666666666666666,0.0023124156525690014,-0.0026666666666666666,0.0008803929750272207
lh_medialorbitofrontal -- rh_rostralmiddlefrontal,0.0,0.0018698913567237714,0.0026666666666666666,0.0029428031695923453,-0.0026666666666666666,-0.0010729118128685738
lh_medialorbitofrontal -- rh_superiorfrontal,0.0,0.003437762967485384,0.0026666666666666666,0.003394166426103477,-0.0026666666666666666,4.35965413819071e-05
lh_rostralanteriorcingulate -- rh_lingual,0.0,0.0013008313561083636,0.0026666666666666666,0.0024475156243093698,-0.0026666666666666666,-0.0011466842682010061
lh_superiorfrontal -- rh_posteriorcingulate,0.0,0.001422825637802323,0.0026666666666666666,0.0018566100251436416,-0.0026666666666666666,-0.0004337843873413185
