group,edge,topk_count,n_instances,selection_frequency,mean_importance_share,mean_rank,mean_original_weight
ALL_SZ,lh_lingual -- lh_medialorbitofrontal,0,150,0.0,0.002063408758695424,201.5,-0.9410874942938486
ALL_SZ,lh_lingual -- lh_middletemporal,0,150,0.0,0.0014877129948929861,226.0,-0.9109076857566832
ALL_SZ,lh_lingual -- lh_paracentral,0,150,0.0,0.002077554079584686,156.33333333333334,-0.991783618927002
ALL_SZ,lh_lingual -- lh_parahippocampal,1,150,0.006666666666666667,0.0030935809499034158,215.38095238095238,-0.953456543740772
ALL_SZ,lh_lingual -- lh_parsopercularis,0,150,0.0,0.0017036037640797196,253.25,-0.9079673439264297
ALL_SZ,lh_lingual -- lh_parsorbitalis,3,150,0.02,0.0028705416698912947,185.02941176470588,-0.9446594101541183
ALL_SZ,lh_lingual -- lh_parstriangularis,0,150,0.0,0.0022176395080065014,251.33333333333334,-0.9760449826717377
ALL_SZ,lh_lingual -- lh_pericalcarine,1,150,0.006666666666666667,0.003053676121025837,63.333333333333336,0.8744633197784424
ALL_SZ,lh_lingual -- lh_postcentral,0,150,0.0,0.002221467374044362,274.15,0.9619200557470322
ALL_SZ,lh_lingual -- lh_posteriorcingulate,0,150,0.0,0.0012746373440122995,616.0,-0.8275245428085327
ALL_SZ,lh_lingual -- lh_precentral,0,150,0.0,0.0014196417762685778,289.0,0.930292397737503
ALL_SZ,lh_lingual -- lh_precuneus,8,150,0.05333333333333334,0.004061887107283217,156.98684210526315,0.9603999343357588
ALL_SZ,lh_lingual -- lh_rostralmiddlefrontal,0,150,0.0,0.0029174560214742244,161.375,0.90916807949543
ALL_SZ,lh_lingual -- lh_superiorfrontal,0,150,0.0,0.0014147238811564196,339.0,0.8714995980262756
ALL_SZ,lh_lingual -- lh_superiorparietal,0,150,0.0,0.0022836416867577673,233.5625,0.9490758404135704
ALL_SZ,lh_lingual -- lh_supramarginal,0,150,0.0,0.001966810408209794,189.57142857142858,0.9262029188019889
ALL_SZ,lh_lingual -- lh_temporalpole,7,150,0.04666666666666667,0.003612719418297279,164.17021276595744,-0.948301374912262
ALL_SZ,lh_lingual -- rh_cuneus,2,150,0.013333333333333334,0.0028575963448555087,199.45714285714286,0.9488710948399135
ALL_SZ,lh_lingual -- rh_entorhinal,6,150,0.04,0.003586673464948915,169.15189873417722,-0.9575559195083908
ALL_SZ,lh_lingual -- rh_frontalpole,2,150,0.013333333333333334,0.0035569716608512773,141.66666666666666,-0.9378846751319038
ALL_SZ,lh_lingual -- rh_fusiform,0,150,0.0,0.0013985130740224948,172.0,0.8532627820968628
ALL_SZ,lh_lingual -- rh_inferiorparietal,0,150,0.0,0.001644853555237254,401.85714285714283,0.9190724151475089
ALL_SZ,lh_lingual -- rh_inferiortemporal,0,150,0.0,0.0029663818081738405,139.66666666666666,-0.9524255394935608
ALL_SZ,lh_lingual -- rh_insula,0,150,0.0,0.0015852444440154169,67.0,-0.8925970196723938
ALL_SZ,lh_lingual -- rh_isthmuscingulate,0,150,0.0,0.0014136951530261056,244.0,0.009627312421798706
ALL_SZ,lh_lingual -- rh_lateraloccipital,0,150,0.0,0.001394405909510296,346.6,0.8619462966918945
ALL_SZ,lh_lingual -- rh_lateralorbitofrontal,2,150,0.013333333333333334,0.004425560392635019,228.58333333333334,0.308117354909579
ALL_SZ,lh_lingual -- rh_lingual,14,150,0.09333333333333334,0.0041747780944583375,151.16666666666666,0.9759171724319458
ALL_SZ,lh_lingual -- rh_medialorbitofrontal,0,150,0.0,0.002496239478947106,169.7,0.3974964201450348
ALL_SZ,lh_lingual -- rh_middletemporal,0,150,0.0,0.0014830027387241944,239.0,-0.8890044093132019
ALL_SZ,lh_lingual -- rh_parahippocampal,0,150,0.0,0.001725956140774829,264.77777777777777,-0.9090149535073174
ALL_SZ,lh_lingual -- rh_parsopercularis,0,150,0.0,0.0016030285348652982,224.33333333333334,-0.9074325362841288
ALL_SZ,lh_lingual -- rh_parsorbitalis,1,150,0.006666666666666667,0.0020473529374041267,196.61904761904762,-0.9127524268059504
ALL_SZ,lh_lingual -- rh_parstriangularis,0,150,0.0,0.002541449947519007,187.6,-0.9744777321815491
ALL_SZ,lh_lingual -- rh_pericalcarine,1,150,0.006666666666666667,0.0016081056855127207,89.33333333333333,0.9013077815373739
ALL_SZ,lh_lingual -- rh_postcentral,3,150,0.02,0.003314423158060352,219.83333333333334,0.952663742005825
ALL_SZ,lh_lingual -- rh_precentral,0,150,0.0,0.0028948924703768955,150.0,0.9638766646385192
ALL_SZ,lh_lingual -- rh_precuneus,10,150,0.06666666666666667,0.0034777921960425988,150.3913043478261,0.9729046083014944
ALL_SZ,lh_lingual -- rh_rostralmiddlefrontal,1,150,0.006666666666666667,0.002362942015233585,260.375,0.9108604341745377
ALL_SZ,lh_lingual -- rh_superiorfrontal,0,150,0.0,0.0015027671911099125,163.0,0.8808131217956543
ALL_SZ,lh_lingual -- rh_superiorparietal,2,150,0.013333333333333334,0.002927006080943064,243.94117647058823,0.9420269412152907
ALL_SZ,lh_lingual -- rh_supramarginal,3,150,0.02,0.0038792598371694153,214.33333333333334,0.9554325580596924
ALL_SZ,lh_lingual -- rh_temporalpole,4,150,0.02666666666666667,0.003203745030544354,204.6122448979592,-0.9527374761445182
ALL_SZ,lh_medialorbitofrontal -- lh_middletemporal,0,150,0.0,0.0025258367141841194,182.25,-0.4826437532901764
ALL_SZ,lh_medialorbitofrontal -- lh_paracentral,0,150,0.0,0.0029526086137127154,261.25,-0.503857210278511
ALL_SZ,lh_medialorbitofrontal -- lh_parahippocampal,0,150,0.0,0.0014654790037848416,331.6666666666667,-0.9212860465049744
ALL_SZ,lh_medialorbitofrontal -- lh_parsopercularis,2,150,0.013333333333333334,0.005317070108219732,129.25,-0.9665030613541603
ALL_SZ,lh_medialorbitofrontal -- lh_parsorbitalis,0,150,0.0,0.0026278023904385633,165.1764705882353,0.6143721131717458
ALL_SZ,lh_medialorbitofrontal -- lh_parstriangularis,0,150,0.0,0.002744421034786128,196.125,-0.7272680327296257
ALL_SZ,lh_medialorbitofrontal -- lh_pericalcarine,3,150,0.02,0.004995372555201539,147.22222222222223,0.3616236117151048
ALL_SZ,lh_medialorbitofrontal -- lh_postcentral,0,150,0.0,0.002203790601409259,365.25,-0.9556832164525987
ALL_SZ,lh_medialorbitofrontal -- lh_posteriorcingulate,0,150,0.0,0.003597785341114065,100.66666666666667,-0.9676996866861979
ALL_SZ,lh_medialorbitofrontal -- lh_precentral,0,150,0.0,0.0014478248729110155,285.5,-0.03400418162345881
ALL_SZ,lh_medialorbitofrontal -- lh_precuneus,0,150,0.0,0.002922639471570456,203.52941176470588,-0.9595163709977094
ALL_SZ,lh_medialorbitofrontal -- lh_rostralanteriorcingulate,1,150,0.006666666666666667,0.003713059730442642,179.5,-0.48834331333637226
ALL_SZ,lh_medialorbitofrontal -- lh_rostralmiddlefrontal,0,150,0.0,0.0013855775990273404,479.3333333333333,0.33010196685791016
ALL_SZ,lh_medialorbitofrontal -- lh_superiorfrontal,0,150,0.0,0.004583924074195153,32.0,0.9699103832244872
ALL_SZ,lh_medialorbitofrontal -- lh_superiorparietal,0,150,0.0,0.0012631227588041755,630.0,-0.004440814256668035
ALL_SZ,lh_medialorbitofrontal -- lh_superiortemporal,0,150,0.0,0.002507290529708296,239.5,0.47045579552650446
ALL_SZ,lh_medialorbitofrontal -- lh_supramarginal,0,150,0.0,0.0013974676677492052,426.5,-0.004395574331283569
ALL_SZ,lh_medialorbitofrontal -- lh_temporalpole,1,150,0.006666666666666667,0.002929701599082473,129.3,0.9409732818603516
ALL_SZ,lh_medialorbitofrontal -- lh_transversetemporal,2,150,0.013333333333333334,0.005743659875105944,77.4,-0.9341420650482177
ALL_SZ,lh_medialorbitofrontal -- rh_bankssts,0,150,0.0,0.002646839636545318,297.0,-0.5867985844612121
ALL_SZ,lh_medialorbitofrontal -- rh_caudalanteriorcingulate,1,150,0.006666666666666667,0.0017206050221618308,266.0,-0.43366494774818415
ALL_SZ,lh_medialorbitofrontal -- rh_caudalmiddlefrontal,0,150,0.0,0.0014829668596636634,228.66666666666666,-0.3546863794326782
ALL_SZ,lh_medialorbitofrontal -- rh_cuneus,0,150,0.0,0.002677033377560177,261.6666666666667,0.043558736642201744
ALL_SZ,lh_medialorbitofrontal -- rh_entorhinal,1,150,0.006666666666666667,0.0031412870480513316,166.25,0.9634731970727444
ALL_SZ,lh_medialorbitofrontal -- rh_frontalpole,0,150,0.0,0.00166989395927777,150.14285714285714,0.6367273586136954
ALL_SZ,lh_medialorbitofrontal -- rh_fusiform,2,150,0.013333333333333334,0.004305392436476995,167.25,-0.944501169025898
ALL_SZ,lh_medialorbitofrontal -- rh_inferiorparietal,1,150,0.006666666666666667,0.0024080046414959883,278.0,-0.8603824973106384
ALL_SZ,lh_medialorbitofrontal -- rh_inferiortemporal,0,150,0.0,0.0016147095420886181,201.0,0.0014984607696533203
ALL_SZ,lh_medialorbitofrontal -- rh_insula,0,150,0.0,0.002753949429483503,178.0,-0.9599987098148891
ALL_SZ,lh_medialorbitofrontal -- rh_isthmuscingulate,0,150,0.0,0.003192808627596222,193.3,-0.9577729523181915
ALL_SZ,lh_medialorbitofrontal -- rh_lateraloccipital,0,150,0.0,0.0014568042161179787,409.6666666666667,0.33845853805542
ALL_SZ,lh_medialorbitofrontal -- rh_lateralorbitofrontal,2,150,0.013333333333333334,0.0035949876258466545,285.75,-0.004263048370679201
ALL_SZ,lh_medialorbitofrontal -- rh_lingual,0,150,0.0,0.0027679727132648626,218.16666666666666,-0.4689589440822602
ALL_SZ,lh_medialorbitofrontal -- rh_medialorbitofrontal,4,150,0.02666666666666667,0.004227533937613777,147.76923076923077,0.9640936255455017
ALL_SZ,lh_medialorbitofrontal -- rh_middletemporal,0,150,0.0,0.0014971380115296827,293.25,0.007366791367530795
ALL_SZ,lh_medialorbitofrontal -- rh_paracentral,1,150,0.006666666666666667,0.0026348801559153198,212.08333333333334,0.16406660775343582
ALL_SZ,lh_medialorbitofrontal -- rh_parahippocampal,0,150,0.0,0.001422091797511174,410.0,-0.9065129160881042
ALL_SZ,lh_medialorbitofrontal -- rh_parsopercularis,1,150,0.006666666666666667,0.003201310785135859,219.8,-0.9601042032241821
ALL_SZ,lh_medialorbitofrontal -- rh_parsorbitalis,1,150,0.006666666666666667,0.00226692134810984,148.57894736842104,0.8421747872703954
ALL_SZ,lh_medialorbitofrontal -- rh_parstriangularis,0,150,0.0,0.0034087197301047242,201.75,-0.516382709145546
ALL_SZ,lh_medialorbitofrontal -- rh_pericalcarine,1,150,0.006666666666666667,0.004148735004574673,209.7,0.41749520897865294
ALL_SZ,lh_medialorbitofrontal -- rh_postcentral,1,150,0.006666666666666667,0.0038004855067871875,88.625,-0.22525412589311608
ALL_SZ,lh_medialorbitofrontal -- rh_posteriorcingulate,0,150,0.0,0.003051053366691846,184.7,-0.59015753865242
ALL_SZ,lh_medialorbitofrontal -- rh_precentral,0,150,0.0,0.001932344216858584,156.0,0.010157763957977295
ALL_SZ,lh_medialorbitofrontal -- rh_precuneus,0,150,0.0,0.0021728151256220677,258.0,-0.9471668813909803
ALL_SZ,lh_medialorbitofrontal -- rh_rostralanteriorcingulate,0,150,0.0,0.0038454613797428705,157.33333333333334,-0.9591068029403688
ALL_SZ,lh_medialorbitofrontal -- rh_rostralmiddlefrontal,0,150,0.0,0.0018698913567237714,345.3333333333333,0.33783551057179767
ALL_SZ,lh_medialorbitofrontal -- rh_superiorfrontal,0,150,0.0,0.003437762967485384,209.0,0.9331507682800293
ALL_SZ,lh_medialorbitofrontal -- rh_superiorparietal,0,150,0.0,0.0014652301519815294,307.0,0.30175872643788654
ALL_SZ,lh_medialorbitofrontal -- rh_superiortemporal,0,150,0.0,0.0014596689687750395,179.66666666666666,0.8608609835306803
ALL_SZ,lh_medialorbitofrontal -- rh_supramarginal,4,150,0.02666666666666667,0.0044825724061899695,114.0,-0.6107706969434564
ALL_SZ,lh_medialorbitofrontal -- rh_temporalpole,2,150,0.013333333333333334,0.003193093238842854,139.73684210526315,0.9506883370248895
ALL_SZ,lh_medialorbitofrontal -- rh_transversetemporal,1,150,0.006666666666666667,0.005448139989208887,104.58333333333333,-0.9658411294221878
ALL_SZ,lh_middletemporal -- lh_paracentral,5,150,0.03333333333333333,0.0034369806327208203,213.55555555555554,-0.9459652688768175
ALL_SZ,lh_middletemporal -- lh_parahippocampal,0,150,0.0,0.0038927712903392584,344.0,-0.9408091753721237
ALL_SZ,lh_middletemporal -- lh_parsopercularis,1,150,0.006666666666666667,0.003414691680182877,121.6,-0.9035076141357422
ALL_SZ,lh_middletemporal -- lh_parsorbitalis,0,150,0.0,0.002495055176257218,222.4,0.9462277293205261
ALL_SZ,lh_middletemporal -- lh_parstriangularis,3,150,0.02,0.003339912418759191,191.03030303030303,-0.9428265654679501
ALL_SZ,lh_middletemporal -- lh_pericalcarine,3,150,0.02,0.0033048055791154323,183.36065573770492,-0.9547221162280098
ALL_SZ,lh_middletemporal -- lh_postcentral,3,150,0.02,0.007104007668931437,15.0,0.9396793842315674
ALL_SZ,lh_middletemporal -- lh_posteriorcingulate,2,150,0.013333333333333334,0.002532882073433308,214.6551724137931,-0.9423934868697462
ALL_SZ,lh_middletemporal -- lh_precentral,0,150,0.0,0.0032998469126307053,285.14285714285717,0.9637467265129089
ALL_SZ,lh_middletemporal -- lh_precuneus,1,150,0.006666666666666667,0.0032596761338088325,171.0,-0.927656725049019
ALL_SZ,lh_middletemporal -- lh_rostralanteriorcingulate,0,150,0.0,0.003764570230573053,197.72727272727272,-0.9349643804810264
ALL_SZ,lh_middletemporal -- lh_rostralmiddlefrontal,1,150,0.006666666666666667,0.0041178206469405865,170.16666666666666,0.9392382303873698
ALL_SZ,lh_middletemporal -- lh_superiorfrontal,5,150,0.03333333333333333,0.004753848721444525,161.33333333333334,0.9572453763749864
ALL_SZ,lh_middletemporal -- lh_superiorparietal,2,150,0.013333333333333334,0.006557431239573667,232.25,0.9493140131235123
ALL_SZ,lh_middletemporal -- lh_superiortemporal,4,150,0.02666666666666667,0.0031899264435528334,173.15,0.9682805488506953
ALL_SZ,lh_middletemporal -- lh_supramarginal,4,150,0.02666666666666667,0.004559978292075818,155.625,0.9558944205443064
ALL_SZ,lh_middletemporal -- lh_transversetemporal,0,150,0.0,0.00143387560053053,290.0,-0.8150753378868103
ALL_SZ,lh_middletemporal -- rh_bankssts,2,150,0.013333333333333334,0.0029527429620845105,218.39344262295083,-0.9444382298188131
ALL_SZ,lh_middletemporal -- rh_caudalanteriorcingulate,5,150,0.03333333333333333,0.0029278270168395532,218.68627450980392,-0.9433925969927919
ALL_SZ,lh_middletemporal -- rh_caudalmiddlefrontal,0,150,0.0,0.002694701047237865,248.6206896551724,-0.9276380086767262
ALL_SZ,lh_middletemporal -- rh_frontalpole,0,150,0.0,0.0024766356946604043,160.96296296296296,0.928298866307294
ALL_SZ,lh_middletemporal -- rh_fusiform,1,150,0.006666666666666667,0.002340804057098592,144.33333333333334,0.31708291172981257
ALL_SZ,lh_middletemporal -- rh_inferiorparietal,5,150,0.03333333333333333,0.006262844496659896,153.625,0.970567487180233
ALL_SZ,lh_middletemporal -- rh_inferiortemporal,5,150,0.03333333333333333,0.0034567872129906076,193.03333333333333,0.9628771354754766
ALL_SZ,lh_middletemporal -- rh_insula,1,150,0.006666666666666667,0.0028894063655052634,259.72727272727275,-0.9234083999286998
ALL_SZ,lh_middletemporal -- rh_isthmuscingulate,3,150,0.02,0.0028679180443275097,192.34545454545454,-0.951226637580178
ALL_SZ,lh_middletemporal -- rh_lateraloccipital,2,150,0.013333333333333334,0.004745582752527477,211.5,0.9232116490602493
ALL_SZ,lh_middletemporal -- rh_lateralorbitofrontal,2,150,0.013333333333333334,0.003485411834161396,167.0,-0.9552044680244044
ALL_SZ,lh_middletemporal -- rh_medialorbitofrontal,1,150,0.006666666666666667,0.003110280759017969,195.8,0.9718031942844391
ALL_SZ,lh_middletemporal -- rh_middletemporal,9,150,0.06,0.003516463282783625,191.00943396226415,0.9775023803396045
ALL_SZ,lh_middletemporal -- rh_paracentral,5,150,0.03333333333333333,0.0037000263879977506,176.85245901639345,-0.9571100825169048
ALL_SZ,lh_middletemporal -- rh_parahippocampal,0,150,0.0,0.0020477590359506146,280.1111111111111,-0.9436437487602234
ALL_SZ,lh_middletemporal -- rh_parsopercularis,1,150,0.006666666666666667,0.002973119542175663,194.875,-0.9556618072092533
ALL_SZ,lh_middletemporal -- rh_parsorbitalis,0,150,0.0,0.002286759328696752,214.57142857142858,0.9292200292859759
ALL_SZ,lh_middletemporal -- rh_parstriangularis,5,150,0.03333333333333333,0.003964610511571868,200.65714285714284,-0.9535958545548575
ALL_SZ,lh_middletemporal -- rh_pericalcarine,5,150,0.03333333333333333,0.0032879844448290767,175.8909090909091,-0.9513946890830993
ALL_SZ,lh_middletemporal -- rh_postcentral,0,150,0.0,0.0021801466479820443,219.0,0.9204114675521852
ALL_SZ,lh_middletemporal -- rh_posteriorcingulate,1,150,0.006666666666666667,0.0028441383037744327,214.55357142857142,-0.9435374449406352
ALL_SZ,lh_middletemporal -- rh_precentral,3,150,0.02,0.00574911548327629,175.4,0.9564923048019409
ALL_SZ,lh_middletemporal -- rh_rostralanteriorcingulate,3,150,0.02,0.006634453529822171,118.66666666666667,-0.9623327453931173
ALL_SZ,lh_middletemporal -- rh_rostralmiddlefrontal,5,150,0.03333333333333333,0.0053366656021538094,105.58333333333333,0.9478400697310764
ALL_SZ,lh_middletemporal -- rh_superiorfrontal,5,150,0.03333333333333333,0.0052643880033293785,147.33333333333334,0.965602369535537
ALL_SZ,lh_middletemporal -- rh_superiorparietal,0,150,0.0,0.0015899988208985796,489.5,0.9445450007915497
ALL_SZ,lh_middletemporal -- rh_superiortemporal,3,150,0.02,0.00318828967145953,192.73611111111111,0.9627955307563146
ALL_SZ,lh_middletemporal -- rh_supramarginal,1,150,0.006666666666666667,0.003430601349851203,260.15384615384613,0.9388371751858637
ALL_SZ,lh_paracentral -- lh_parahippocampal,2,150,0.013333333333333334,0.00306990709192397,173.33333333333334,0.9598890344301859
ALL_SZ,lh_paracentral -- lh_parsopercularis,0,150,0.0,0.003038161298255247,170.46153846153845,0.9474581480026245
ALL_SZ,lh_paracentral -- lh_parstriangularis,4,150,0.02666666666666667,0.004295705558401897,163.35897435897436,0.961427376820491
ALL_SZ,lh_paracentral -- lh_pericalcarine,3,150,0.02,0.003972157613892215,182.53333333333333,0.9497942805290223
ALL_SZ,lh_paracentral -- lh_postcentral,0,150,0.0,0.002767028870777525,197.94117647058823,-0.9609916736097897
ALL_SZ,lh_paracentral -- lh_posteriorcingulate,0,150,0.0,0.0027934791183596795,225.6829268292683,0.9499506005426732
ALL_SZ,lh_paracentral -- lh_precentral,0,150,0.0,0.0028390338106934936,218.8846153846154,-0.951829350911654
ALL_SZ,lh_paracentral -- lh_precuneus,0,150,0.0,0.00138239995712435,201.0,-0.8706592321395874
ALL_SZ,lh_paracentral -- lh_rostralanteriorcingulate,1,150,0.006666666666666667,0.002619062982867434,256.1,0.9443327605724334
ALL_SZ,lh_paracentral -- lh_rostralmiddlefrontal,1,150,0.006666666666666667,0.0028360114379185728,199.6060606060606,-0.954041423219623
ALL_SZ,lh_paracentral -- lh_superiorfrontal,0,150,0.0,0.002009850669336199,292.11538461538464,-0.9302269495450534
ALL_SZ,lh_paracentral -- lh_superiorparietal,0,150,0.0,0.0029123010638739248,163.8181818181818,-0.9539028758352454
ALL_SZ,lh_paracentral -- lh_superiortemporal,0,150,0.0,0.002424828861091203,230.11111111111111,-0.9410657198340805
ALL_SZ,lh_paracentral -- lh_supramarginal,1,150,0.006666666666666667,0.0027333792965693188,248.22727272727272,-0.9698625884272836
ALL_SZ,lh_paracentral -- lh_transversetemporal,0,150,0.0,0.0025393643017263645,222.66666666666666,0.9791938662528992
ALL_SZ,lh_paracentral -- rh_bankssts,2,150,0.013333333333333334,0.0030911744183708483,200.70689655172413,0.9632240204975523
ALL_SZ,lh_paracentral -- rh_caudalanteriorcingulate,1,150,0.006666666666666667,0.0024246047730894613,206.0,0.9483215990993712
ALL_SZ,lh_paracentral -- rh_caudalmiddlefrontal,1,150,0.006666666666666667,0.0027641132865498636,229.5625,0.9149833992123604
ALL_SZ,lh_paracentral -- rh_cuneus,0,150,0.0,0.003619716956594845,137.66666666666666,-0.9722073078155518
ALL_SZ,lh_paracentral -- rh_entorhinal,0,150,0.0,0.003855032711237748,165.0,0.9372372031211852
ALL_SZ,lh_paracentral -- rh_frontalpole,1,150,0.006666666666666667,0.0036757499952269255,138.0,-0.9260569214820862
ALL_SZ,lh_paracentral -- rh_fusiform,1,150,0.006666666666666667,0.0023814565508732746,197.22222222222223,-0.5016894671652052
ALL_SZ,lh_paracentral -- rh_inferiorparietal,1,150,0.006666666666666667,0.0032606202861570166,255.94285714285715,-0.9547468321663993
ALL_SZ,lh_paracentral -- rh_inferiortemporal,1,150,0.006666666666666667,0.0023981720650655515,255.25,-0.9348219335079193
ALL_SZ,lh_paracentral -- rh_insula,1,150,0.006666666666666667,0.0024226121626089343,228.89473684210526,0.9380209414582503
ALL_SZ,lh_paracentral -- rh_isthmuscingulate,2,150,0.013333333333333334,0.0030092100379931707,198.6851851851852,0.9669981874801494
ALL_SZ,lh_paracentral -- rh_lateraloccipital,1,150,0.006666666666666667,0.002438673224130484,316.5238095238095,-0.9286210111209324
ALL_SZ,lh_paracentral -- rh_lateralorbitofrontal,4,150,0.02666666666666667,0.003982442083835105,157.07407407407408,0.955709837101124
ALL_SZ,lh_paracentral -- rh_lingual,0,150,0.0,0.0020352442657356018,167.33333333333334,-0.9740134477615356
ALL_SZ,lh_paracentral -- rh_medialorbitofrontal,2,150,0.013333333333333334,0.0034391193466526636,130.75,-0.9729412843783697
ALL_SZ,lh_paracentral -- rh_middletemporal,2,150,0.013333333333333334,0.003211483197551182,217.4102564102564,-0.9458598998876718
ALL_SZ,lh_paracentral -- rh_paracentral,9,150,0.06,0.004161785213361652,162.21518987341773,0.9720185663126693
ALL_SZ,lh_paracentral -- rh_parahippocampal,0,150,0.0,0.002987183016356973,197.22222222222223,0.9494139585230086
ALL_SZ,lh_paracentral -- rh_parsopercularis,6,150,0.04,0.004099093196977303,191.83333333333334,0.9415870765844981
ALL_SZ,lh_paracentral -- rh_parstriangularis,3,150,0.02,0.003273752787762989,193.775,0.9600812092423439
ALL_SZ,lh_paracentral -- rh_pericalcarine,1,150,0.006666666666666667,0.003767017974507443,212.2,0.9416205962498982
ALL_SZ,lh_paracentral -- rh_postcentral,3,150,0.02,0.003983450084343925,154.33333333333334,-0.9494421680768331
ALL_SZ,lh_paracentral -- rh_posteriorcingulate,3,150,0.02,0.0027975307197688447,257.22857142857146,0.9418834890638079
ALL_SZ,lh_paracentral -- rh_precentral,0,150,0.0,0.0024808545244813995,232.9375,-0.9469425641000271
ALL_SZ,lh_paracentral -- rh_precuneus,0,150,0.0,0.0027215352193545347,237.66666666666666,-0.9870311617851257
ALL_SZ,lh_paracentral -- rh_rostralanteriorcingulate,1,150,0.006666666666666667,0.0024869231723536013,289.92857142857144,0.9406297547476632
ALL_SZ,lh_paracentral -- rh_rostralmiddlefrontal,1,150,0.006666666666666667,0.0029679602154383928,194.74285714285713,-0.9548160927636283
ALL_SZ,lh_paracentral -- rh_superiorfrontal,0,150,0.0,0.001985222414835344,291.17857142857144,-0.9334525402103152
ALL_SZ,lh_paracentral -- rh_superiorparietal,0,150,0.0,0.002937319112403794,172.8235294117647,-0.9579704123384812
ALL_SZ,lh_paracentral -- rh_superiortemporal,0,150,0.0,0.002113781336222697,270.04545454545456,-0.9260356317866932
ALL_SZ,lh_paracentral -- rh_supramarginal,0,150,0.0,0.002362166000718668,254.57142857142858,-0.9396945749010358
ALL_SZ,lh_parahippocampal -- lh_parsopercularis,4,150,0.02666666666666667,0.0034103317163797255,172.66666666666666,0.9642872235231232
ALL_SZ,lh_parahippocampal -- lh_parstriangularis,0,150,0.0,0.002446501492086464,220.86666666666667,0.9424473603566488
ALL_SZ,lh_parahippocampal -- lh_pericalcarine,0,150,0.0,0.0013315944962703366,523.0,0.850860059261322
ALL_SZ,lh_parahippocampal -- lh_postcentral,2,150,0.013333333333333334,0.002620770635360942,239.25,-0.9507829203055456
ALL_SZ,lh_parahippocampal -- lh_posteriorcingulate,0,150,0.0,0.003914897032600422,217.5,0.9696987420320511
ALL_SZ,lh_parahippocampal -- lh_precentral,4,150,0.02666666666666667,0.003215247313728671,185.4909090909091,-0.9655543663284996
ALL_SZ,lh_parahippocampal -- lh_precuneus,0,150,0.0,0.0029742592959014127,176.77777777777777,-0.9336756202909682
ALL_SZ,lh_parahippocampal -- lh_rostralanteriorcingulate,1,150,0.006666666666666667,0.0027985936398217197,217.8095238095238,0.9627741021769387
ALL_SZ,lh_parahippocampal -- lh_rostralmiddlefrontal,2,150,0.013333333333333334,0.0029315874223796693,216.4318181818182,-0.9598918489434503
ALL_SZ,lh_parahippocampal -- lh_superiorfrontal,1,150,0.006666666666666667,0.002710784108180231,216.48,-0.9432818603515625
ALL_SZ,lh_parahippocampal -- lh_superiorparietal,3,150,0.02,0.002868372303792259,217.4264705882353,-0.9600883748601464
ALL_SZ,lh_parahippocampal -- lh_superiortemporal,2,150,0.013333333333333334,0.00389105832690676,204.4,-0.9333351194858551
ALL_SZ,lh_parahippocampal -- lh_supramarginal,4,150,0.02666666666666667,0.0036241906049121913,203.02325581395348,-0.9558248173358829
ALL_SZ,lh_parahippocampal -- lh_temporalpole,0,150,0.0,0.001446453007132219,289.0,0.8141137957572937
ALL_SZ,lh_parahippocampal -- lh_transversetemporal,0,150,0.0,0.0014095159966423833,404.4,0.8652291178703309
ALL_SZ,lh_parahippocampal -- rh_bankssts,0,150,0.0,0.0026149440146086556,343.875,0.9263617992401123
ALL_SZ,lh_parahippocampal -- rh_caudalanteriorcingulate,0,150,0.0,0.0016590099608369121,311.5,0.9044664005438486
ALL_SZ,lh_parahippocampal -- rh_caudalmiddlefrontal,0,150,0.0,0.0030387972776620576,412.0,0.9425626198450724
ALL_SZ,lh_parahippocampal -- rh_cuneus,3,150,0.02,0.0038954477802439313,147.80645161290323,-0.9556530348716243
ALL_SZ,lh_parahippocampal -- rh_entorhinal,0,150,0.0,0.002846695806477914,181.54545454545453,0.9473427154801108
ALL_SZ,lh_parahippocampal -- rh_fusiform,0,150,0.0,0.0037379946475909476,91.0,0.9674746841192245
ALL_SZ,lh_parahippocampal -- rh_inferiorparietal,1,150,0.006666666666666667,0.002343206859506329,277.5769230769231,-0.9263659761502192
ALL_SZ,lh_parahippocampal -- rh_insula,1,150,0.006666666666666667,0.002432066398759005,248.66666666666666,0.9574072228537666
ALL_SZ,lh_parahippocampal -- rh_isthmuscingulate,0,150,0.0,0.0033227628499380934,245.8,0.9588846325874328
ALL_SZ,lh_parahippocampal -- rh_lateraloccipital,4,150,0.02666666666666667,0.0032617535611893416,189.21212121212122,-0.9601657625400659
ALL_SZ,lh_parahippocampal -- rh_lateralorbitofrontal,2,150,0.013333333333333334,0.0045000927193027,172.4,0.38414273858070375
ALL_SZ,lh_parahippocampal -- rh_lingual,2,150,0.013333333333333334,0.0026943193801415165,199.65217391304347,-0.9483317395915156
ALL_SZ,lh_parahippocampal -- rh_medialorbitofrontal,1,150,0.006666666666666667,0.002804894040373662,229.66666666666666,-0.9565359791119893
ALL_SZ,lh_parahippocampal -- rh_middletemporal,0,150,0.0,0.0014704309158543717,221.0,-0.937858521938324
ALL_SZ,lh_parahippocampal -- rh_paracentral,0,150,0.0,0.0047295969630032604,242.33333333333334,0.965348780155182
