group,edge,topk_count,n_instances,selection_frequency,mean_importance_share,mean_rank,mean_original_weight
ALL_SZ,lh_caudalmiddlefrontal -- rh_insula,1,150,0.006666666666666667,0.0026720194339036694,214.09302325581396,0.9588801666747692
ALL_SZ,lh_caudalmiddlefrontal -- rh_isthmuscingulate,2,150,0.013333333333333334,0.0027699917561264673,200.30769230769232,0.9629840174546609
ALL_SZ,lh_caudalmiddlefrontal -- rh_lateraloccipital,0,150,0.0,0.0023855096413868686,238.2608695652174,-0.9627913314363231
ALL_SZ,lh_caudalmiddlefrontal -- rh_lateralorbitofrontal,3,150,0.02,0.004063317110377623,152.52941176470588,0.9530717555214377
ALL_SZ,lh_caudalmiddlefrontal -- rh_lingual,0,150,0.0,0.00243413160947214,241.66666666666666,-0.9649352431297302
ALL_SZ,lh_caudalmiddlefrontal -- rh_medialorbitofrontal,0,150,0.0,0.0018092143166486161,313.1111111111111,-0.933333502875434
ALL_SZ,lh_caudalmiddlefrontal -- rh_middletemporal,4,150,0.02666666666666667,0.003232586024927254,213.40625,-0.9523042179644108
ALL_SZ,lh_caudalmiddlefrontal -- rh_paracentral,1,150,0.006666666666666667,0.0033748733324243108,167.24444444444444,0.9612451023525662
ALL_SZ,lh_caudalmiddlefrontal -- rh_parahippocampal,0,150,0.0,0.002749818416149102,264.9375,0.9499458856880665
ALL_SZ,lh_caudalmiddlefrontal -- rh_parsopercularis,1,150,0.006666666666666667,0.0034375744080628722,191.92307692307693,0.9454717659033262
ALL_SZ,lh_caudalmiddlefrontal -- rh_parsorbitalis,0,150,0.0,0.00138896253285014,330.5,-0.9136987328529358
ALL_SZ,lh_caudalmiddlefrontal -- rh_parstriangularis,2,150,0.013333333333333334,0.0032041012287645997,184.57894736842104,0.9595282564037725
ALL_SZ,lh_caudalmiddlefrontal -- rh_pericalcarine,1,150,0.006666666666666667,0.002112853560185198,201.35294117647058,0.9329491362852209
ALL_SZ,lh_caudalmiddlefrontal -- rh_postcentral,0,150,0.0,0.002278507807386902,206.3,-0.9351363778114319
