density,hidden,mean_roc_auc,sd_roc_auc,median_roc_auc,n
0.2,64,0.7,0.0731651751664879,0.716,15
0.2,32,0.6933333333333334,0.06682457489220424,0.704,15
0.3,64,0.6909333333333334,0.09729444754871433,0.7160000000000001,15
0.1,64,0.6898666666666667,0.08386201819201644,0.724,15
0.1,32,0.6861333333333334,0.06392614786573943,0.6799999999999999,15
0.3,32,0.6853333333333332,0.07450663121654401,0.688,15
