density,hidden,mean_roc_auc,sd_roc_auc,median_roc_auc,n
0.3,32,0.6810666666666667,0.07202327666076003,0.6960000000000001,15
0.2,32,0.6738666666666667,0.07361469832529241,0.6839999999999999,15
0.1,64,0.6730666666666667,0.08419659533892487,0.6799999999999999,15
0.3,64,0.6666666666666666,0.09454452213992447,0.7080000000000001,15
0.1,32,0.6624,0.06694646048469305,0.6880000000000001,15
0.2,64,0.6517333333333333,0.09868236683323686,0.668,15
