group,repeat,roi,topk_count,n_instances,selection_frequency,mean_importance_share,mean_rank
TP,1,lh_isthmuscingulate,7,28,0.25,0.015480143362249484,35.0
TP,1,lh_lateraloccipital,4,28,0.14285714285714285,0.014940336039120572,34.67857142857143
TP,1,lh_lateralorbitofrontal,8,28,0.2857142857142857,0.017616408431778,30.178571428571427
TP,1,lh_lingual,6,28,0.21428571428571427,0.01624231039197937,29.035714285714285
TP,1,lh_medialorbitofrontal,9,28,0.32142857142857145,0.018963340374265458,27.535714285714285
TP,1,lh_middletemporal,7,28,0.25,0.017381462827881486,30.5
TP,1,lh_paracentral,3,28,0.10714285714285714,0.014023797538043071,34.07142857142857
TP,1,lh_parahippocampal,2,28,0.07142857142857142,0.011104245298936983,46.42857142857143
TP,1,lh_parsopercularis,4,28,0.14285714285714285,0.01500079721711419,33.357142857142854
TP,1,lh_parsorbitalis,4,28,0.14285714285714285,0.014838527769723433,35.92857142857143
TP,1,lh_parstriangularis,4,28,0.14285714285714285,0.014273899008656962,36.714285714285715
TP,1,lh_pericalcarine,5,28,0.17857142857142858,0.01669286863902118,32.714285714285715
TP,1,lh_postcentral,4,28,0.14285714285714285,0.012915477498596705,37.214285714285715
TP,1,lh_posteriorcingulate,1,28,0.03571428571428571,0.012995704544193834,40.607142857142854
TP,1,lh_precentral,0,28,0.0,0.01228061484361892,36.67857142857143
TP,1,lh_precuneus,1,28,0.03571428571428571,0.01362965661042283,31.571428571428573
TP,1,lh_rostralanteriorcingulate,4,28,0.14285714285714285,0.014316191189367573,37.57142857142857
TP,1,lh_rostralmiddlefrontal,4,28,0.14285714285714285,0.015774436032444956,32.42857142857143
TP,1,lh_superiorfrontal,1,28,0.03571428571428571,0.01284644795530972,37.642857142857146
TP,1,lh_superiorparietal,2,28,0.07142857142857142,0.01417667509406373,35.82142857142857
TP,1,lh_superiortemporal,4,28,0.14285714285714285,0.014198828296096758,38.67857142857143
TP,1,lh_supramarginal,4,28,0.14285714285714285,0.014875047070316378,34.285714285714285
TP,1,lh_temporalpole,5,28,0.17857142857142858,0.0141099661844224,40.0
TP,1,lh_transversetemporal,8,28,0.2857142857142857,0.01999296181715019,22.964285714285715
TP,1,rh_bankssts,3,28,0.10714285714285714,0.013283962418811591,38.214285714285715
TP,1,rh_caudalanteriorcingulate,1,28,0.03571428571428571,0.011301726277465776,44.642857142857146
TP,1,rh_caudalmiddlefrontal,2,28,0.07142857142857142,0.012930470038302586,37.82142857142857
TP,1,rh_cuneus,2,28,0.07142857142857142,0.012903696825514146,34.214285714285715
TP,1,rh_entorhinal,3,28,0.10714285714285714,0.014897663037272966,34.892857142857146
TP,1,rh_frontalpole,4,28,0.14285714285714285,0.013855649002723432,37.67857142857143
TP,1,rh_fusiform,12,28,0.42857142857142855,0.022818390493749306,16.571428571428573
TP,1,rh_inferiorparietal,5,28,0.17857142857142858,0.01507939153691982,32.5
TP,1,rh_inferiortemporal,4,28,0.14285714285714285,0.014173707038542782,35.107142857142854
TP,1,rh_insula,5,28,0.17857142857142858,0.01688414246526939,31.107142857142858
TP,1,rh_isthmuscingulate,0,28,0.0,0.01113056562617966,42.035714285714285
TP,1,rh_lateraloccipital,4,28,0.14285714285714285,0.01441213708774308,33.857142857142854
TP,1,rh_lateralorbitofrontal,5,28,0.17857142857142858,0.01390045380106041,37.964285714285715
TP,1,rh_lingual,3,28,0.10714285714285714,0.014075517231474688,35.57142857142857
TP,1,rh_medialorbitofrontal,6,28,0.21428571428571427,0.015313458977926828,34.285714285714285
TP,1,rh_middletemporal,5,28,0.17857142857142858,0.01603318364507329,30.392857142857142
TP,1,rh_paracentral,3,28,0.10714285714285714,0.0131930022945464,39.035714285714285
TP,1,rh_parahippocampal,0,28,0.0,0.011657882394129699,41.535714285714285
TP,1,rh_parsopercularis,6,28,0.21428571428571427,0.01787931113676888,31.535714285714285
TP,1,rh_parsorbitalis,2,28,0.07142857142857142,0.012563807748180623,36.17857142857143
TP,1,rh_parstriangularis,4,28,0.14285714285714285,0.013393822039286787,37.392857142857146
TP,1,rh_pericalcarine,5,28,0.17857142857142858,0.015408028046811918,28.75
TP,1,rh_postcentral,4,28,0.14285714285714285,0.015653285122715837,29.392857142857142
TP,1,rh_posteriorcingulate,4,28,0.14285714285714285,0.013145918178110127,37.785714285714285
TP,1,rh_precentral,4,28,0.14285714285714285,0.01457249165726054,32.535714285714285
TP,1,rh_precuneus,6,28,0.21428571428571427,0.015309181564487571,35.25
TP,1,rh_rostralanteriorcingulate,3,28,0.10714285714285714,0.014124127041187083,36.92857142857143
TP,1,rh_rostralmiddlefrontal,3,28,0.10714285714285714,0.015160858555927189,31.464285714285715
TP,1,rh_superiorfrontal,3,28,0.10714285714285714,0.01355572675029668,36.285714285714285
TP,1,rh_superiorparietal,7,28,0.25,0.016913970773429488,32.214285714285715
TP,1,rh_superiortemporal,3,28,0.10714285714285714,0.012744965503612768,36.964285714285715
TP,1,rh_supramarginal,5,28,0.17857142857142858,0.014362043702639906,32.32142857142857
TP,1,rh_temporalpole,3,28,0.10714285714285714,0.013747412985091622,36.892857142857146
TP,1,rh_transversetemporal,11,28,0.39285714285714285,0.020081818665080037,20.928571428571427
TP,2,lh_bankssts,2,26,0.07692307692307693,0.012991583562310886,33.76923076923077
TP,2,lh_caudalanteriorcingulate,3,26,0.11538461538461539,0.012741823297275414,42.84615384615385
TP,2,lh_caudalmiddlefrontal,1,26,0.038461538461538464,0.012337460195987637,34.61538461538461
TP,2,lh_cuneus,8,26,0.3076923076923077,0.017110476128439005,35.5
TP,2,lh_entorhinal,6,26,0.23076923076923078,0.016324915346636423,31.26923076923077
TP,2,lh_frontalpole,1,26,0.038461538461538464,0.011750975432573299,40.46153846153846
TP,2,lh_fusiform,8,26,0.3076923076923077,0.019694232409378846,21.846153846153847
TP,2,lh_inferiorparietal,3,26,0.11538461538461539,0.014491447308797062,35.92307692307692
TP,2,lh_inferiortemporal,7,26,0.2692307692307692,0.015261465860384084,38.19230769230769
TP,2,lh_insula,2,26,0.07692307692307693,0.013370581823397419,35.57692307692308
TP,2,lh_isthmuscingulate,4,26,0.15384615384615385,0.014997702176705067,33.34615384615385
TP,2,lh_lateraloccipital,5,26,0.19230769230769232,0.01549123258183154,33.73076923076923
TP,2,lh_lateralorbitofrontal,8,26,0.3076923076923077,0.016987637590818137,36.11538461538461
TP,2,lh_lingual,4,26,0.15384615384615385,0.01370692790385205,35.19230769230769
TP,2,lh_medialorbitofrontal,6,26,0.23076923076923078,0.017144239767040596,26.5
TP,2,lh_middletemporal,6,26,0.23076923076923078,0.014945824333110177,33.07692307692308
TP,2,lh_paracentral,2,26,0.07692307692307693,0.015125852909447839,30.0
TP,2,lh_parahippocampal,2,26,0.07692307692307693,0.012586302248463984,41.30769230769231
TP,2,lh_parsopercularis,4,26,0.15384615384615385,0.017451720336531324,29.0
TP,2,lh_parsorbitalis,4,26,0.15384615384615385,0.014283709380580333,39.57692307692308
TP,2,lh_parstriangularis,1,26,0.038461538461538464,0.012535792666673847,37.19230769230769
TP,2,lh_pericalcarine,5,26,0.19230769230769232,0.016724055336174305,32.92307692307692
TP,2,lh_postcentral,3,26,0.11538461538461539,0.012622461501920352,39.88461538461539
TP,2,lh_posteriorcingulate,2,26,0.07692307692307693,0.011948457421590461,40.65384615384615
TP,2,lh_precentral,3,26,0.11538461538461539,0.015335810986802869,32.42307692307692
TP,2,lh_precuneus,4,26,0.15384615384615385,0.01462268856216095,37.38461538461539
TP,2,lh_rostralanteriorcingulate,5,26,0.19230769230769232,0.013903345113915317,39.42307692307692
TP,2,lh_rostralmiddlefrontal,3,26,0.11538461538461539,0.013508527887576737,38.92307692307692
TP,2,lh_superiorfrontal,2,26,0.07692307692307693,0.012752162778614127,36.5
TP,2,lh_superiorparietal,2,26,0.07692307692307693,0.013478648338556802,35.42307692307692
TP,2,lh_superiortemporal,3,26,0.11538461538461539,0.012819004769066738,38.57692307692308
TP,2,lh_supramarginal,2,26,0.07692307692307693,0.01465517141874766,32.80769230769231
TP,2,lh_temporalpole,6,26,0.23076923076923078,0.015840055321335884,28.46153846153846
TP,2,lh_transversetemporal,8,26,0.3076923076923077,0.019037914007604285,29.5
TP,2,rh_bankssts,2,26,0.07692307692307693,0.012622899779170284,37.96153846153846
TP,2,rh_caudalanteriorcingulate,2,26,0.07692307692307693,0.012380999238412429,38.53846153846154
TP,2,rh_caudalmiddlefrontal,5,26,0.19230769230769232,0.014535989383578873,33.88461538461539
TP,2,rh_cuneus,2,26,0.07692307692307693,0.012526109257610354,36.92307692307692
TP,2,rh_entorhinal,5,26,0.19230769230769232,0.016332327357197925,30.346153846153847
TP,2,rh_frontalpole,1,26,0.038461538461538464,0.014159860436941283,34.38461538461539
TP,2,rh_fusiform,6,26,0.23076923076923078,0.019829046591973452,23.76923076923077
TP,2,rh_inferiorparietal,5,26,0.19230769230769232,0.015710099006016994,31.615384615384617
TP,2,rh_inferiortemporal,5,26,0.19230769230769232,0.014645153037108914,30.653846153846153
TP,2,rh_insula,6,26,0.23076923076923078,0.01662378915731363,34.38461538461539
TP,2,rh_isthmuscingulate,0,26,0.0,0.011094135041654279,41.61538461538461
TP,2,rh_lateraloccipital,1,26,0.038461538461538464,0.013287931649572707,35.96153846153846
TP,2,rh_lateralorbitofrontal,5,26,0.19230769230769232,0.014643735651006287,38.88461538461539
TP,2,rh_lingual,5,26,0.19230769230769232,0.016175415081814058,32.0
TP,2,rh_medialorbitofrontal,7,26,0.2692307692307692,0.01636306790722858,30.23076923076923
TP,2,rh_middletemporal,3,26,0.11538461538461539,0.015796756617342037,30.615384615384617
TP,2,rh_paracentral,4,26,0.15384615384615385,0.014392424356406995,33.30769230769231
TP,2,rh_parahippocampal,2,26,0.07692307692307693,0.013062078862455254,37.30769230769231
TP,2,rh_parsopercularis,5,26,0.19230769230769232,0.01653198361846716,32.34615384615385
TP,2,rh_parsorbitalis,2,26,0.07692307692307693,0.012553261948791571,38.80769230769231
TP,2,rh_parstriangularis,2,26,0.07692307692307693,0.012656692809170388,37.88461538461539
TP,2,rh_pericalcarine,5,26,0.19230769230769232,0.01477311706826795,33.11538461538461
TP,2,rh_postcentral,3,26,0.11538461538461539,0.014832322929740032,32.53846153846154
TP,2,rh_posteriorcingulate,1,26,0.038461538461538464,0.011076225273046554,43.11538461538461
TP,2,rh_precentral,2,26,0.07692307692307693,0.013541349521538999,36.30769230769231
TP,2,rh_precuneus,5,26,0.19230769230769232,0.015436084600303074,34.84615384615385
TP,2,rh_rostralanteriorcingulate,5,26,0.19230769230769232,0.016952167837947157,31.384615384615383
TP,2,rh_rostralmiddlefrontal,1,26,0.038461538461538464,0.012500843185285411,37.42307692307692
TP,2,rh_superiorfrontal,3,26,0.11538461538461539,0.013594552957527019,35.57692307692308
TP,2,rh_superiorparietal,5,26,0.19230769230769232,0.016750051659464606,30.653846153846153
TP,2,rh_superiortemporal,4,26,0.15384615384615385,0.014601736774880374,35.88461538461539
TP,2,rh_supramarginal,4,26,0.15384615384615385,0.015775877108037743,30.96153846153846
TP,2,rh_temporalpole,3,26,0.11538461538461539,0.013705325871063842,36.92307692307692
TP,2,rh_transversetemporal,9,26,0.34615384615384615,0.021956381719362324,17.923076923076923
TN,0,lh_bankssts,11,93,0.11827956989247312,0.014795061644665562,32.73118279569893
TN,0,lh_caudalanteriorcingulate,15,93,0.16129032258064516,0.014275175132289888,30.827956989247312
TN,0,lh_caudalmiddlefrontal,14,93,0.15053763440860216,0.014208368727768685,35.54838709677419
TN,0,lh_cuneus,13,93,0.13978494623655913,0.014879515041346901,32.913978494623656
TN,0,lh_entorhinal,8,93,0.08602150537634409,0.013551317377315847,39.27956989247312
TN,0,lh_frontalpole,11,93,0.11827956989247312,0.014296841854807295,35.59139784946237
TN,0,lh_fusiform,39,93,0.41935483870967744,0.018467583896977013,22.602150537634408
TN,0,lh_inferiorparietal,11,93,0.11827956989247312,0.014288153896299168,36.10752688172043
TN,0,lh_inferiortemporal,19,93,0.20430107526881722,0.015911507735297568,33.82795698924731
TN,0,lh_insula,14,93,0.15053763440860216,0.014975345116852794,33.11827956989247
TN,0,lh_isthmuscingulate,13,93,0.13978494623655913,0.014251475454187075,37.10752688172043
TN,0,lh_lateraloccipital,8,93,0.08602150537634409,0.014040807567125054,38.075268817204304
TN,0,lh_lateralorbitofrontal,23,93,0.24731182795698925,0.01651284630349802,32.17204301075269
TN,0,lh_lingual,15,93,0.16129032258064516,0.014692593589160413,37.935483870967744
TN,0,lh_medialorbitofrontal,24,93,0.25806451612903225,0.01587285823466982,32.38709677419355
TN,0,lh_middletemporal,10,93,0.10752688172043011,0.014061496138679883,35.225806451612904
TN,0,lh_paracentral,5,93,0.053763440860215055,0.013492010789692175,38.41935483870968
TN,0,lh_parahippocampal,16,93,0.17204301075268819,0.016341482498282406,33.215053763440864
TN,0,lh_parsopercularis,29,93,0.3118279569892473,0.017417925104229907,27.806451612903224
TN,0,lh_parsorbitalis,10,93,0.10752688172043011,0.0139405822326442,34.913978494623656
TN,0,lh_parstriangularis,10,93,0.10752688172043011,0.014186149549923095,34.26881720430107
TN,0,lh_pericalcarine,7,93,0.07526881720430108,0.013682036305173874,36.74193548387097
TN,0,lh_postcentral,6,93,0.06451612903225806,0.012884155581165083,43.03225806451613
TN,0,lh_posteriorcingulate,11,93,0.11827956989247312,0.014331843878867755,35.25806451612903
TN,0,lh_precentral,7,93,0.07526881720430108,0.014070809913829705,37.59139784946237
TN,0,lh_precuneus,8,93,0.08602150537634409,0.013837785280724487,34.053763440860216
TN,0,lh_rostralanteriorcingulate,20,93,0.21505376344086022,0.0163093897144588,29.580645161290324
TN,0,lh_rostralmiddlefrontal,5,93,0.053763440860215055,0.013612709930523397,33.204301075268816
TN,0,lh_superiorfrontal,13,93,0.13978494623655913,0.014147181943064144,37.87096774193548
TN,0,lh_superiorparietal,7,93,0.07526881720430108,0.013291129623697712,38.473118279569896
TN,0,lh_superiortemporal,7,93,0.07526881720430108,0.013553020392078811,37.774193548387096
TN,0,lh_supramarginal,7,93,0.07526881720430108,0.013557495366181834,36.13978494623656
TN,0,lh_temporalpole,12,93,0.12903225806451613,0.01441445043822882,35.075268817204304
TN,0,lh_transversetemporal,30,93,0.3225806451612903,0.017327453808942406,24.817204301075268
TN,0,rh_bankssts,18,93,0.1935483870967742,0.015247490318804187,30.881720430107528
TN,0,rh_caudalanteriorcingulate,11,93,0.11827956989247312,0.01476479087655801,33.29032258064516
TN,0,rh_caudalmiddlefrontal,14,93,0.15053763440860216,0.014841023454817259,35.41935483870968
TN,0,rh_cuneus,17,93,0.1827956989247312,0.015328897323546328,31.741935483870968
TN,0,rh_entorhinal,12,93,0.12903225806451613,0.015002050098564894,35.903225806451616
TN,0,rh_frontalpole,12,93,0.12903225806451613,0.014454803477213096,34.26881720430107
TN,0,rh_fusiform,42,93,0.45161290322580644,0.019599995989310025,23.655913978494624
TN,0,rh_inferiorparietal,9,93,0.0967741935483871,0.014248271571661121,37.69892473118279
TN,0,rh_inferiortemporal,12,93,0.12903225806451613,0.014707168135828905,34.10752688172043
TN,0,rh_insula,12,93,0.12903225806451613,0.014717652520421341,34.483870967741936
TN,0,rh_isthmuscingulate,10,93,0.10752688172043011,0.014442069259102594,34.365591397849464
TN,0,rh_lateraloccipital,12,93,0.12903225806451613,0.014180455559090322,36.39784946236559
TN,0,rh_lateralorbitofrontal,20,93,0.21505376344086022,0.015382433230144744,33.43010752688172
TN,0,rh_lingual,10,93,0.10752688172043011,0.01376130054989897,36.45161290322581
TN,0,rh_medialorbitofrontal,17,93,0.1827956989247312,0.014967806132774718,32.13978494623656
TN,0,rh_middletemporal,10,93,0.10752688172043011,0.014061489987898497,35.86021505376344
TN,0,rh_paracentral,8,93,0.08602150537634409,0.013850080326915626,38.81720430107527
TN,0,rh_parahippocampal,9,93,0.0967741935483871,0.01406266570467652,37.344086021505376
TN,0,rh_parsopercularis,15,93,0.16129032258064516,0.014683780009577672,37.043010752688176
TN,0,rh_parsorbitalis,15,93,0.16129032258064516,0.014449434816501355,35.96774193548387
TN,0,rh_parstriangularis,16,93,0.17204301075268819,0.015074411779489287,30.43010752688172
TN,0,rh_pericalcarine,6,93,0.06451612903225806,0.013347928776133352,37.215053763440864
TN,0,rh_postcentral,7,93,0.07526881720430108,0.013727926266832929,38.645161290322584
TN,0,rh_posteriorcingulate,16,93,0.17204301075268819,0.015382334706755294,32.89247311827957
TN,0,rh_precentral,6,93,0.06451612903225806,0.013665373790028055,38.956989247311824
TN,0,rh_precuneus,8,93,0.08602150537634409,0.014195870049530986,36.526881720430104
TN,0,rh_rostralanteriorcingulate,18,93,0.1935483870967742,0.014498848237953292,33.70967741935484
TN,0,rh_rostralmiddlefrontal,10,93,0.10752688172043011,0.01374656791912106,34.8494623655914
TN,0,rh_superiorfrontal,7,93,0.07526881720430108,0.013187572957688232,38.13978494623656
TN,0,rh_superiorparietal,7,93,0.07526881720430108,0.013474904235418373,38.31182795698925
TN,0,rh_superiortemporal,12,93,0.12903225806451613,0.014265322426845164,37.01075268817204
TN,0,rh_supramarginal,26,93,0.27956989247311825,0.01607332600782284,30.731182795698924
TN,0,rh_temporalpole,16,93,0.17204301075268819,0.015326491076353227,30.612903225806452
TN,0,rh_transversetemporal,32,93,0.34408602150537637,0.01780090236407214,25.010752688172044
TN,1,lh_bankssts,12,92,0.13043478260869565,0.0142853560620132,34.22826086956522
TN,1,lh_caudalanteriorcingulate,15,92,0.16304347826086957,0.016153171316991167,32.41304347826087
TN,1,lh_caudalmiddlefrontal,10,92,0.10869565217391304,0.014716859379959367,37.41304347826087
TN,1,lh_cuneus,19,92,0.20652173913043478,0.014843277840463028,31.902173913043477
TN,1,lh_entorhinal,15,92,0.16304347826086957,0.014796920670379743,35.56521739130435
TN,1,lh_frontalpole,16,92,0.17391304347826086,0.014513029304545988,33.619565217391305
TN,1,lh_fusiform,39,92,0.42391304347826086,0.01830278843289757,23.08695652173913
TN,1,lh_inferiorparietal,8,92,0.08695652173913043,0.013871878728596675,37.17391304347826
TN,1,lh_inferiortemporal,14,92,0.15217391304347827,0.01482503133924461,34.76086956521739
TN,1,lh_insula,8,92,0.08695652173913043,0.01415224282831779,33.52173913043478
TN,1,lh_isthmuscingulate,9,92,0.09782608695652174,0.013890448341411423,34.20652173913044
TN,1,lh_lateraloccipital,10,92,0.10869565217391304,0.013576214808048803,40.18478260869565
TN,1,lh_lateralorbitofrontal,21,92,0.22826086956521738,0.0157427477495949,30.891304347826086
TN,1,lh_lingual,6,92,0.06521739130434782,0.01346324584947167,39.619565217391305
TN,1,lh_medialorbitofrontal,21,92,0.22826086956521738,0.015121452331298661,32.130434782608695
TN,1,lh_middletemporal,8,92,0.08695652173913043,0.013341662034842253,38.391304347826086
TN,1,lh_paracentral,7,92,0.07608695652173914,0.01412398030186499,36.46739130434783
TN,1,lh_parahippocampal,18,92,0.1956521739130435,0.01576721222511543,33.82608695652174
TN,1,lh_parsopercularis,23,92,0.25,0.017467233390745126,29.934782608695652
TN,1,lh_parsorbitalis,12,92,0.13043478260869565,0.013873223903732197,36.06521739130435
TN,1,lh_parstriangularis,19,92,0.20652173913043478,0.014609520984073043,36.09782608695652
TN,1,lh_pericalcarine,9,92,0.09782608695652174,0.014468908884635479,34.380434782608695
TN,1,lh_postcentral,9,92,0.09782608695652174,0.014396191777843582,38.06521739130435
TN,1,lh_posteriorcingulate,5,92,0.05434782608695652,0.013677809271200086,36.18478260869565
TN,1,lh_precentral,8,92,0.08695652173913043,0.01405352618581891,35.94565217391305
TN,1,lh_precuneus,9,92,0.09782608695652174,0.014121612395953676,33.46739130434783
TN,1,lh_rostralanteriorcingulate,22,92,0.2391304347826087,0.016142327155053253,27.869565217391305
TN,1,lh_rostralmiddlefrontal,6,92,0.06521739130434782,0.013209966216471214,36.56521739130435
TN,1,lh_superiorfrontal,8,92,0.08695652173913043,0.013892113014941804,36.43478260869565
TN,1,lh_superiorparietal,12,92,0.13043478260869565,0.014458186091124736,37.09782608695652
TN,1,lh_superiortemporal,14,92,0.15217391304347827,0.014460535637271734,34.619565217391305
TN,1,lh_supramarginal,9,92,0.09782608695652174,0.014346842385532755,36.641304347826086
TN,1,lh_temporalpole,12,92,0.13043478260869565,0.014856557489140153,32.48913043478261
TN,1,lh_transversetemporal,32,92,0.34782608695652173,0.01721371897351489,25.880434782608695
TN,1,rh_bankssts,4,92,0.043478260869565216,0.013380764355021531,39.08695652173913
TN,1,rh_caudalanteriorcingulate,19,92,0.20652173913043478,0.015987244343114125,33.25
TN,1,rh_caudalmiddlefrontal,13,92,0.14130434782608695,0.015710278068703395,33.34782608695652
TN,1,rh_cuneus,16,92,0.17391304347826086,0.014744289672070804,32.05434782608695
TN,1,rh_entorhinal,16,92,0.17391304347826086,0.015478938154065203,31.77173913043478
TN,1,rh_frontalpole,14,92,0.15217391304347827,0.014839983895781271,33.358695652173914
TN,1,rh_fusiform,37,92,0.40217391304347827,0.017191218672957226,25.92391304347826
TN,1,rh_inferiorparietal,12,92,0.13043478260869565,0.014735872275113564,35.358695652173914
TN,1,rh_inferiortemporal,15,92,0.16304347826086957,0.014671865762579832,34.380434782608695
TN,1,rh_insula,16,92,0.17391304347826086,0.014238425555842347,34.57608695652174
TN,1,rh_isthmuscingulate,8,92,0.08695652173913043,0.014231980332421783,33.46739130434783
TN,1,rh_lateraloccipital,10,92,0.10869565217391304,0.014413346024742344,38.16304347826087
TN,1,rh_lateralorbitofrontal,21,92,0.22826086956521738,0.015673678058215127,31.82608695652174
TN,1,rh_lingual,10,92,0.10869565217391304,0.013471342216280258,39.01086956521739
TN,1,rh_medialorbitofrontal,18,92,0.1956521739130435,0.01515807046437054,34.46739130434783
TN,1,rh_middletemporal,13,92,0.14130434782608695,0.01396591808669131,34.76086956521739
TN,1,rh_paracentral,10,92,0.10869565217391304,0.014348532585927488,40.43478260869565
TN,1,rh_parahippocampal,12,92,0.13043478260869565,0.014440772919308547,36.82608695652174
TN,1,rh_parsopercularis,17,92,0.18478260869565216,0.014651290086268212,34.20652173913044
TN,1,rh_parsorbitalis,11,92,0.11956521739130435,0.014696770917714078,38.09782608695652
TN,1,rh_parstriangularis,14,92,0.15217391304347827,0.014630746389362861,29.793478260869566
TN,1,rh_pericalcarine,12,92,0.13043478260869565,0.014385538064135955,35.380434782608695
TN,1,rh_postcentral,8,92,0.08695652173913043,0.014278908894034525,37.68478260869565
TN,1,rh_posteriorcingulate,15,92,0.16304347826086957,0.015186977894307507,33.94565217391305
TN,1,rh_precentral,7,92,0.07608695652173914,0.014146022830359057,37.18478260869565
TN,1,rh_precuneus,7,92,0.07608695652173914,0.013726460096534904,35.18478260869565
TN,1,rh_rostralanteriorcingulate,9,92,0.09782608695652174,0.01435284602170621,31.48913043478261
TN,1,rh_rostralmiddlefrontal,9,92,0.09782608695652174,0.013306904189149753,35.15217391304348
TN,1,rh_superiorfrontal,7,92,0.07608695652173914,0.014193681375818574,37.09782608695652
TN,1,rh_superiorparietal,7,92,0.07608695652173914,0.013692022497035107,38.54347826086956
TN,1,rh_superiortemporal,12,92,0.13043478260869565,0.01451128552018102,34.65217391304348
TN,1,rh_supramarginal,15,92,0.16304347826086957,0.014450832918834521,35.30434782608695
TN,1,rh_temporalpole,10,92,0.10869565217391304,0.01452780584620882,36.80434782608695
TN,1,rh_transversetemporal,31,92,0.33695652173913043,0.017843591713032292,26.27173913043478
TN,2,lh_bankssts,9,94,0.09574468085106383,0.014220570042160197,33.56382978723404
TN,2,lh_caudalanteriorcingulate,14,94,0.14893617021276595,0.015028614223848668,32.329787234042556
TN,2,lh_caudalmiddlefrontal,14,94,0.14893617021276595,0.01520983444461693,32.92553191489362
TN,2,lh_cuneus,17,94,0.18085106382978725,0.015205249845999984,32.87234042553192
TN,2,lh_entorhinal,12,94,0.1276595744680851,0.014103937069866906,37.840425531914896
TN,2,lh_frontalpole,9,94,0.09574468085106383,0.014331318690889012,35.755319148936174
TN,2,lh_fusiform,34,94,0.3617021276595745,0.017133649834302496,26.54255319148936
TN,2,lh_inferiorparietal,7,94,0.07446808510638298,0.013803002375895504,38.712765957446805
TN,2,lh_inferiortemporal,13,94,0.13829787234042554,0.014496001594856403,37.234042553191486
TN,2,lh_insula,15,94,0.1595744680851064,0.015117522948990382,32.351063829787236
TN,2,lh_isthmuscingulate,7,94,0.07446808510638298,0.014096987881555044,39.361702127659576
TN,2,lh_lateraloccipital,11,94,0.11702127659574468,0.014733364161227934,35.340425531914896
TN,2,lh_lateralorbitofrontal,20,94,0.2127659574468085,0.0156925394305477,29.96808510638298
TN,2,lh_lingual,14,94,0.14893617021276595,0.014492615688615882,36.180851063829785
TN,2,lh_medialorbitofrontal,17,94,0.18085106382978725,0.015356123462799093,31.76595744680851
TN,2,lh_middletemporal,16,94,0.1702127659574468,0.013975186071030302,38.202127659574465
TN,2,lh_paracentral,12,94,0.1276595744680851,0.014502531493038475,35.744680851063826
TN,2,lh_parahippocampal,20,94,0.2127659574468085,0.015431833213542743,30.9468085106383
TN,2,lh_parsopercularis,17,94,0.18085106382978725,0.015850562421960333,31.0531914893617
TN,2,lh_parsorbitalis,9,94,0.09574468085106383,0.014175802241086794,35.58510638297872
TN,2,lh_parstriangularis,17,94,0.18085106382978725,0.014745488217477325,33.180851063829785
TN,2,lh_pericalcarine,7,94,0.07446808510638298,0.013951027233737657,36.98936170212766
TN,2,lh_postcentral,8,94,0.0851063829787234,0.014045588722049366,36.329787234042556
TN,2,lh_posteriorcingulate,16,94,0.1702127659574468,0.015192042119333069,33.670212765957444
TN,2,lh_precentral,10,94,0.10638297872340426,0.014331378242244947,34.638297872340424
TN,2,lh_precuneus,14,94,0.14893617021276595,0.014353785737164554,36.53191489361702
TN,2,lh_rostralanteriorcingulate,20,94,0.2127659574468085,0.015235038889561948,31.20212765957447
TN,2,lh_rostralmiddlefrontal,9,94,0.09574468085106383,0.014032588301636893,33.56382978723404
TN,2,lh_superiorfrontal,12,94,0.1276595744680851,0.014154942825606209,32.351063829787236
TN,2,lh_superiorparietal,9,94,0.09574468085106383,0.014408662234794168,36.797872340425535
TN,2,lh_superiortemporal,11,94,0.11702127659574468,0.014050574477047497,37.5
TN,2,lh_supramarginal,13,94,0.13829787234042554,0.014603537237887354,34.680851063829785
TN,2,lh_temporalpole,13,94,0.13829787234042554,0.014449896020515855,35.0531914893617
TN,2,lh_transversetemporal,29,94,0.30851063829787234,0.016306355777732207,28.127659574468087
TN,2,rh_bankssts,17,94,0.18085106382978725,0.01569159737818802,32.244680851063826
TN,2,rh_caudalanteriorcingulate,11,94,0.11702127659574468,0.014894625234203047,35.776595744680854
TN,2,rh_caudalmiddlefrontal,10,94,0.10638297872340426,0.014668365109209153,33.11702127659574
TN,2,rh_cuneus,14,94,0.14893617021276595,0.01463114334046415,35.42553191489362
TN,2,rh_entorhinal,13,94,0.13829787234042554,0.014938297561059506,35.829787234042556
TN,2,rh_frontalpole,14,94,0.14893617021276595,0.01461698874335488,33.38297872340426
TN,2,rh_fusiform,37,94,0.39361702127659576,0.017858595387642187,25.393617021276597
TN,2,rh_inferiorparietal,15,94,0.1595744680851064,0.014238450381777233,34.319148936170215
TN,2,rh_inferiortemporal,10,94,0.10638297872340426,0.014139741960802085,41.91489361702128
TN,2,rh_insula,13,94,0.13829787234042554,0.01468351227664474,34.659574468085104
TN,2,rh_isthmuscingulate,10,94,0.10638297872340426,0.013816006389355867,37.287234042553195
TN,2,rh_lateraloccipital,14,94,0.14893617021276595,0.014587349333834505,35.765957446808514
TN,2,rh_lateralorbitofrontal,20,94,0.2127659574468085,0.015613013095880666,35.138297872340424
TN,2,rh_lingual,6,94,0.06382978723404255,0.014145935275568665,38.297872340425535
