group,repeat,roi,topk_count,n_instances,selection_frequency,mean_importance_share,mean_rank
TN,2,rh_medialorbitofrontal,17,94,0.18085106382978725,0.01494309068423461,36.5
TN,2,rh_middletemporal,13,94,0.13829787234042554,0.014264149502537031,36.234042553191486
TN,2,rh_paracentral,10,94,0.10638297872340426,0.01414958269760474,35.234042553191486
TN,2,rh_parahippocampal,17,94,0.18085106382978725,0.01499501307025597,32.42553191489362
TN,2,rh_parsopercularis,17,94,0.18085106382978725,0.014849022612552146,34.51063829787234
TN,2,rh_parsorbitalis,10,94,0.10638297872340426,0.014170445157189016,35.851063829787236
TN,2,rh_parstriangularis,22,94,0.23404255319148937,0.016013598846485046,29.97872340425532
TN,2,rh_pericalcarine,8,94,0.0851063829787234,0.014440004075250432,35.776595744680854
TN,2,rh_postcentral,10,94,0.10638297872340426,0.013901716672142355,37.191489361702125
TN,2,rh_posteriorcingulate,17,94,0.18085106382978725,0.014657983111518617,33.52127659574468
TN,2,rh_precentral,11,94,0.11702127659574468,0.014230129572261748,35.87234042553192
TN,2,rh_precuneus,6,94,0.06382978723404255,0.013783454382136283,37.734042553191486
TN,2,rh_rostralanteriorcingulate,15,94,0.1595744680851064,0.014120886083067085,32.4468085106383
TN,2,rh_rostralmiddlefrontal,14,94,0.14893617021276595,0.014566724267085508,30.4468085106383
TN,2,rh_superiorfrontal,6,94,0.06382978723404255,0.013513250614222004,35.11702127659574
TN,2,rh_superiorparietal,9,94,0.09574468085106383,0.013957754088635083,37.61702127659574
TN,2,rh_superiortemporal,11,94,0.11702127659574468,0.014308945561041205,34.04255319148936
TN,2,rh_supramarginal,13,94,0.13829787234042554,0.014430154778490946,36.6063829787234
TN,2,rh_temporalpole,11,94,0.11702127659574468,0.014440564731854007,37.861702127659576
TN,2,rh_transversetemporal,24,94,0.2553191489361702,0.016921754849831633,27.585106382978722
