y,n_pairs,mean_jaccard,median_jaccard,mean_spearman,median_spearman
0,375,0.3195488829482637,0.3333333333333333,0.3685318675166367,0.36065198305149443
1,150,0.3414547830337304,0.3333333333333333,0.4745838582025931,0.4580104592128869
